PROVINCE,REGION,SECTOR,TSIC-2 dg,TSIC-2dg_details,TSIC-5dg,TSIC-5dg_details,BUSINESS SIZE,NUMBER of MSME,DATA SOURCE,YEAR
Ratchaburi,West,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,210,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,54,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,323,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,77,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,247,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,58,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,108,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,J,50,Information and communication,05055,Information and communication - small establishments,Small,26,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,124,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,28,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ratchaburi,West,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,129,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,196,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,43,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,219,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,52,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,190,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,43,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,92,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,J,50,Information and communication,05055,Information and communication - small establishments,Small,17,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,109,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,22,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phetchaburi,West,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,132,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,29,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,194,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,38,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,219,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,55,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,178,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,41,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,78,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,J,50,Information and communication,05055,Information and communication - small establishments,Small,16,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,4,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,81,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,21,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Prachuap Khiri Khan,West,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,4,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,164,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,40,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,239,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,58,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,315,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,77,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,271,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,61,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,99,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,J,50,Information and communication,05055,Information and communication - small establishments,Small,27,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,124,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,28,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Nakhon Si Thammarat,South,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,197,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,232,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,62,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,338,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,86,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,19,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,236,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,64,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,111,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,J,50,Information and communication,05055,Information and communication - small establishments,Small,27,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,121,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,31,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Surat Thani,South,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,153,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,218,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,54,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,258,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,64,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,220,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,52,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,90,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,J,50,Information and communication,05055,Information and communication - small establishments,Small,23,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,106,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,24,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Songkhla,South,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,201,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,221,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,56,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,327,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,78,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,253,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,65,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,97,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,J,50,Information and communication,05055,Information and communication - small establishments,Small,22,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,144,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phuket,South,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,182,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,41,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,224,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,49,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,268,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,75,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,256,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,49,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,102,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,J,50,Information and communication,05055,Information and communication - small establishments,Small,24,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,119,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,25,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Krabi,South,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,206,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,40,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,239,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,64,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,306,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,81,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,18,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,269,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,56,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,111,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,J,50,Information and communication,05055,Information and communication - small establishments,Small,26,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,141,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,29,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Phang Nga,South,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,176,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,36,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,201,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,51,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,317,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,61,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,206,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,50,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,97,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,J,50,Information and communication,05055,Information and communication - small establishments,Small,23,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,J,50,Information and communication,05066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,M,60,Professional and technical services,06055,Professional and technical services - micro establishments,Micro,106,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,M,60,Professional and technical services,06055,Professional and technical services - small establishments,Small,28,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Ranong,South,M,60,Professional and technical services,06066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Chumphon,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - micro establishments,Micro,170,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Chumphon,South,A,10,Agriculture and food processing,01055,Agriculture and food processing - small establishments,Small,42,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Chumphon,South,A,10,Agriculture and food processing,01066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Chumphon,South,C,20,Manufacturing,02055,Manufacturing - micro establishments,Micro,258,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Chumphon,South,C,20,Manufacturing,02055,Manufacturing - small establishments,Small,52,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Chumphon,South,C,20,Manufacturing,02066,Manufacturing - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Chumphon,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - micro establishments,Micro,298,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Chumphon,South,G,30,Wholesale and retail trade,03055,Wholesale and retail trade - small establishments,Small,69,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Chumphon,South,G,30,Wholesale and retail trade,03066,Wholesale and retail trade - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Chumphon,South,I,40,Accommodation and food service,04055,Accommodation and food service - micro establishments,Micro,242,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Chumphon,South,I,40,Accommodation and food service,04055,Accommodation and food service - small establishments,Small,52,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Chumphon,South,I,40,Accommodation and food service,04066,Accommodation and food service - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2019
Chumphon,South,J,50,Information and communication,05055,Information and communication - micro establishments,Micro,108,SYNTHETIC SAMPLE - generated from Scout metadata,2019
