customer_id,signup_date,region,plan_type,acquisition_channel,age,account_tenure_days,avg_order_value,orders_last_90d,app_sessions_last_30d,support_tickets_90d,late_delivery_rate,avg_delivery_delay_hours,discount_ratio,product_variety_score,return_rate_90d,competitor_price_index,days_since_last_order,account_status_30d,post_period_refund_flag,account_note_post_period,is_outlier
PC100447,2024-01-26,rural,plus,social,33.0,340,58.81,7,8,2,0.214,18.07,0.187,76.7,0.071,1.03,21.4,0,N,support,0
PC100019,2024-01-07,metro,basic,paid_search,30.0,359,34.48,8,18,5,0.16,17.8,0.211,56.0,0.101,0.99,35.7,0,N,support,1
PC102067,2024-08-25,suburban,basic,paid_search,38.0,128,56.16,4,6,0,0.139,13.84,0.307,49.8,0.026,1.007,22.7,0,N,support,0
PC100156,2024-09-16,rural,premium,referral,65.0,106,32.72,4,11,1,0.329,24.89,0.159,52.7,0.058,0.974,73.3,0,N,support,1
PC101267,2024-04-25,suburban,basic,paid_search,38.0,250,88.74,8,16,0,0.531,26.96,0.333,85.3,0.064,1.04,12.0,0,N,support,1
PC100538,2024-11-11,rural,plus,paid_search,43.0,50,71.69,13,13,2,0.084,28.58,0.221,85.1,0.122,1.118,7.6,0,N,support,0
PC101223,2023-09-20,suburban,plus,social,26.0,468,45.76,14,12,0,0.526,44.66,0.497,100.0,0.041,0.988,4.8,0,N,support,1
PC100334,2024-03-18,rural,plus,paid_search,62.0,288,49.4,11,16,1,0.075,12.29,0.419,51.0,0.06,1.128,21.0,0,N,support,0
PC100768,2024-07-17,metro,basic,organic,44.0,167,39.27,5,10,0,0.145,8.3,0.215,55.0,0.004,0.946,35.6,0,N,support,0
PC101734,2024-01-06,metro,premium,organic,60.0,360,40.24,8,15,3,0.114,11.89,0.374,71.7,0.068,0.858,23.2,0,Y,support,1
PC100593,2024-11-20,rural,basic,social,39.0,41,62.96,11,13,1,0.213,13.66,0.098,93.9,0.027,1.0,12.2,0,N,support,0
PC100063,2023-01-01,rural,plus,social,49.0,785,95.12,9,11,3,0.237,22.44,0.149,44.8,0.173,0.766,21.6,0,N,support,1
PC102108,2023-01-01,metro,basic,paid_search,50.0,735,93.62,11,12,2,0.153,8.95,0.423,65.4,0.116,0.97,17.7,0,Y,support,1
PC101342,2024-03-30,metro,plus,affiliate,37.0,276,58.7,8,14,0,0.333,18.06,0.265,87.8,0.035,1.095,59.2,0,N,support,0
PC101296,2024-06-21,suburban,basic,social,50.0,193,53.1,6,11,0,0.045,22.67,0.345,84.1,0.016,0.959,27.0,0,N,support,0
PC101009,2024-08-26,metro,basic,referral,34.0,127,36.61,9,18,0,0.1,6.96,0.201,74.6,0.095,1.116,16.9,0,N,support,0
PC101382 ,2024-07-07,metro,plus,social,47.0,177,55.23,8,12,2,0.044,16.14,0.154,39.1,0.151,1.236,16.4,0,N,support,0
PC101201,2024-02-07,metro,basic,social,33.0,328,54.45,9,10,1,0.035,5.8,0.038,67.8,0.181,1.172,13.3,0,N,support,0
PC100637,2024-07-14,metro,basic,organic,31.0,170,67.33,9,15,0,0.224,19.03,0.203,100.0,0.048,1.037,14.1,0,N,support,0
PC100626,2024-05-27,metro,plus,referral,42.0,218,114.06,4,9,0,0.157,38.15,0.269,62.6,0.043,1.1,40.7,1,Y,price,1
PC100840,2024-09-23,metro,basic,referral,18.0,99,49.52,5,11,0,0.219,10.37,0.181,44.2,0.043,1.043,35.2,0,N,support,0
PC101147,2024-06-13,suburban,basic,paid_search,42.0,201,84.7,7,15,1,0.183,25.16,0.245,42.1,0.04,1.008,29.0,0,N,support,0
PC100138,2024-06-09,rural,plus,affiliate,33.0,205,77.68,7,8,0,0.244,17.62,0.238,63.1,0.045,1.073,55.1,0,N,support,0
PC100197,2024-10-09,suburban,basic,social,54.0,83,52.36,7,5,1,0.34,17.77,0.238,64.4,0.028,0.972,21.6,0,N,support,0
PC102064,2024-03-15,suburban,basic,paid_search,26.0,291,39.88,11,13,2,0.021,4.31,0.328,61.7,0.046,0.877,11.8,0,N,support,0
PC101941,2024-05-28,metro,premium,organic,38.0,217,76.48,8,14,1,0.04,37.51,0.252,30.7,0.132,1.179,13.3,1,N,late delivery,1
PC101349,2024-11-22,suburban,basic,organic,60.0,39,47.54,9,8,0,0.207,18.72,0.257,72.9,0.117,0.936,46.5,0,N,support,0
PC101554,2024-01-14,suburban,basic,social,47.0,352,78.59,4,9,0,0.283,17.82,0.109,83.9,0.012,0.936,29.5,0,N,support,0
PC100569,2024-09-02,rural,plus,organic,31.0,120,50.86,6,12,1,0.086,20.12,0.063,61.7,0.048,1.008,36.2,0,N,support,0
PC100405,2023-05-22,rural,basic,referral,49.0,589,38.92,9,12,1,0.378,25.04,0.366,61.8,0.044,1.053,8.9,0,Y,support,0
PC100379,2024-10-26,suburban,plus,affiliate,52.0,66,111.21,7,13,0,0.039,12.71,0.287,65.6,0.056,1.015,28.7,1,N,price,1
PC100674,2023-12-17,rural,basic,paid_search,34.0,380,100.3,6,13,0,0.35,22.39,0.06,62.2,0.026,0.945,59.3,1,Y,price,1
PC101799,2023-01-01,suburban,basic,paid_search,41.0,747,72.06,2,7,1,0.232,18.98,0.106,68.4,1.6,1.008,44.5,0,N,support,1
PC101800,2024-09-02,rural,plus,social,37.0,120,57.75,8,5,0,0.215,58.1,0.324,61.3,0.039,0.913,25.1,1,N,support,1
PC100834,2024-02-12,metro,plus,organic,58.0,323,72.83,11,15,2,0.259,15.1,0.103,35.9,0.218,0.985,31.6,0,N,support,0
PC100158,2023-01-01,metro,basic,organic,25.0,838,80.83,3,12,0,0.254,23.15,0.078,60.1,0.248,0.865,49.7,0,N,support,1
PC101793,2024-04-07,suburban,basic,social,46.0,268,47.03,8,10,1,0.431,33.27,0.386,57.3,0.049,0.927,17.6,0,N,support,0
PC102163,2024-08-24,rural,plus,paid_search,37.0,129,46.98,9,10,0,0.186,18.46,0.069,62.0,0.098,0.946,15.9,0,N,support,0
PC100556,2024-07-24,metro,basic,referral,35.0,160,110.18,14,14,2,0.101,23.92,0.333,67.8,0.144,1.095,11.1,0,N,support,0
PC100028,2024-11-20,metro,plus,referral,23.0,41,34.25,7,14,0,0.026,5.9,0.265,46.9,0.062,0.869,35.6,0,Y,support,0
PC100262,2024-07-06,suburban,plus,paid_search,47.0,178,55.09,10,11,1,0.151,20.93,0.127,62.8,0.255,1.155,14.6,0,N,support,1
PC100060,2023-10-03,rural,basic,referral,32.0,455,39.52,3,7,1,0.292,33.43,0.201,57.9,0.079,0.82,43.5,0,N,support,0
PC100438,2024-12-01,suburban,basic,social,24.0,30,36.44,11,9,1,0.374,24.62,0.408,84.1,0.141,1.321,17.8,0,N,support,0
PC100995 ,2023-12-18,suburban,premium,organic,51.0,379,44.0,8,13,1,0.153,22.06,0.019,14.6,0.022,1.065,17.4,0,N,support,0
PC101130,2024-09-09,rural,basic,paid_search,41.0,113,45.06,11,16,1,0.402,49.79,0.175,92.7,0.038,0.946,11.7,1,Y,support,1
PC101594,2024-06-26,metro,plus,organic,51.0,188,152.33,8,12,2,0.054,5.46,0.312,55.4,0.093,1.127,26.7,0,N,support,1
PC101222,2024-08-14,suburban,basic,social,45.0,139,59.46,9,11,2,0.517,25.77,0.098,100.0,0.06,0.912,10.9,1,Y,price,1
PC101676,2024-07-17,rural,basic,paid_search,18.0,167,55.19,5,9,0,0.107,16.91,0.117,70.4,0.038,1.129,49.3,0,Y,support,0
PC100484,2024-04-26,metro,basic,organic,50.0,249,64.44,3,8,0,0.042,20.1,0.063,48.9,0.054,1.016,78.9,0,N,support,1
PC100214,2024-10-31,suburban,basic,paid_search,42.0,61,32.9,5,11,0,0.074,15.9,0.117,62.1,0.026,1.16,26.3,0,Y,support,0
PC100377,2024-12-12,rurral,basic,referral,47.0,19,44.89,3,10,0,0.049,13.21,0.267,55.1,0.022,1.008,41.5,0,N,support,0
PC100351,2024-06-02,suburban,basic,organic,18.0,212,29.25,12,10,0,0.015,12.39,0.207,52.5,0.12,0.999,23.4,0,N,support,0
PC100742,2023-09-10,suburban,plus,paid_search,37.0,478,44.85,9,13,1,0.309,22.42,0.258,57.7,0.025,1.151,8.6,0,N,support,0
PC101608,2024-06-20,metro,basic,social,41.0,194,57.94,6,9,1,0.258,29.19,0.12,63.2,0.034,1.082,45.4,0,N,support,0
PC102102,2024-07-09,rural,basic,paid_search,18.0,175,33.6,8,13,0,0.147,14.84,0.051,48.4,0.032,0.91,86.0,0,N,support,1
PC101399,2023-10-23,metro,basic,organic,43.0,435,39.91,8,10,0,0.202,12.6,0.085,88.8,0.045,1.065,39.0,0,N,support,0
PC101614,2024-01-09,suburban,basic,paid_search,25.0,357,38.39,8,8,0,0.113,22.65,0.117,51.1,0.0,0.956,14.6,0,N,support,0
PC100826,2024-02-12,suburban,premium,social,26.0,323,44.2,8,11,1,0.499,26.07,0.405,83.7,0.13,1.062,26.3,0,N,support,1
PC100222,2024-08-08,unknown,basic,referral,20.0,145,32.04,7,10,0,0.123,7.27,0.36,54.2,0.094,0.836,40.6,0,N,support,0
PC100020,2023-02-14,metro,premium,paid_search,48.0,686,77.44,12,12,0,0.249,33.83,0.205,72.7,0.04,1.208,51.1,0,N,support,0
PC101829,2024-06-23,suburban,plus,social,65.0,191,35.44,11,8,2,0.092,6.79,0.313,55.9,0.094,0.917,22.4,0,N,support,0
PC100730,2024-02-14,suburban,prem,referral,47.0,321,51.99,12,10,1,0.44,33.29,0.064,82.1,0.028,0.881,59.2,0,N,support,0
PC100387,2023-11-23,suburban,premium,organic,25.0,404,46.93,12,8,0,0.112,10.64,0.355,84.7,0.042,1.14,28.7,0,N,support,0
PC100535,2023-11-02,metro,basic,organic,42.0,425,50.32,8,7,1,0.19,26.04,0.126,40.2,0.053,1.044,19.4,0,N,support,0
PC101925,2024-03-24,rural,basic,paid_search,35.0,282,36.5,11,14,1,0.436,35.07,0.228,81.0,0.147,1.062,28.6,0,N,support,0
PC100110,2024-03-06,suburban,basic,organic,40.0,300,49.23,5,9,1,0.132,9.99,0.185,60.0,0.153,1.11,32.9,0,N,support,0
PC100563,2023-12-08,metro,basic,referral,37.0,389,45.39,5,11,2,0.005,10.75,0.248,65.5,0.089,1.168,26.0,0,N,support,0
PC102169,2023-07-19,rural,plus,organic,29.0,531,29.59,4,11,1,0.136,16.7,0.343,76.8,0.11,0.926,78.5,0,N,support,1
PC100796,2024-06-09,suburban,plus,social,27.0,205,26.96,4,8,1,0.103,15.99,0.159,37.0,0.054,1.141,77.5,0,N,support,1
PC100149,2024-08-14,metro,plus,referral,33.0,139,62.97,4,7,0,0.187,27.78,0.414,70.5,0.068,0.952,39.9,0,N,support,0
PC100450,2023-09-24,metro,basic,social,29.0,464,46.66,6,9,1,0.383,29.87,0.23,73.7,0.242,1.145,39.9,0,N,support,1
PC101675 ,2024-07-21,metro,prem,social,49.0,163,109.71,8,16,1,0.306,25.41,0.327,32.0,0.032,0.787,22.4,0,N,support,0
PC101966,2023-10-01,metro,basic,organic,49.0,457,51.99,9,7,1,0.263,20.71,0.164,75.7,0.031,1.062,20.5,0,N,support,0
PC100514,2023-12-06,rural,plus,organic,18.0,391,46.7,3,7,1,0.154,33.32,0.293,39.8,0.029,1.068,27.8,0,N,support,0
PC102125 ,2023-07-13,rural,basic,referral,36.0,537,85.83,11,14,2,0.365,20.9,0.158,98.1,0.144,1.191,35.5,0,N,support,0
PC101517,2024-06-28,rural,plus,social,33.0,186,93.23,1,8,1,0.258,33.04,0.136,44.2,0.036,1.206,87.6,0,N,support,1
PC101544,2024-10-07,suburban,basic,organic,38.0,85,31.64,3,13,0,0.149,11.91,0.111,41.2,0.029,0.989,33.2,0,N,support,0
PC100172,2024-07-15,metro,PLUS,referral,44.0,169,24.14,8,11,0,0.049,15.53,0.393,36.5,0.048,1.019,16.2,1,N,support,1
PC101529,2023-08-16,metro,plus,referral,36.0,503,67.45,2,5,1,0.08,11.35,0.032,87.8,0.047,1.053,80.1,0,Y,support,1
PC100167,2024-03-30,rural,basic,organic,35.0,276,52.84,7,16,0,0.242,15.79,0.142,61.7,0.064,1.174,73.9,0,N,support,1
PC100397,2024-06-27,metro,premium,organic,34.0,187,62.35,6,10,2,0.218,20.44,0.41,52.2,0.095,1.067,39.5,0,N,support,0
PC101381,2024-07-24,rural,premium,affiliate,35.0,160,46.75,7,11,0,0.44,34.1,0.719,61.7,0.077,0.965,15.1,0,Y,support,1
PC100319,2024-08-17,rurral,premium,referral,46.0,136,30.29,5,12,1,0.116,12.25,0.391,44.4,0.065,1.038,17.5,0,Y,support,0
PC101572,2023-06-05,metro,plus,referral,37.0,575,49.11,7,5,1,0.068,24.62,0.233,76.5,0.021,0.94,35.5,0,N,support,0
PC101468,2023-01-01,metro,premium,social,38.0,802,31.87,7,10,1,0.456,19.16,0.2,58.4,0.06,1.066,32.1,0,N,support,1
PC100054,2024-07-21,metro,basic,affiliate,27.0,163,71.1,10,12,1,0.144,27.03,0.307,87.1,0.207,1.075,3.8,1,N,variety,1
PC102114,2024-05-25,metro,basic,social,40.0,220,35.01,10,14,1,0.069,3.57,0.306,61.7,0.142,0.961,20.7,0,N,support,0
PC100132,2024-05-18,metro,basic,social,64.0,227,84.57,4,16,2,0.112,7.32,0.224,66.5,0.164,0.815,38.0,0,N,support,0
PC100854,2024-08-27,metro,plus,paid_search,34.0,126,83.62,8,14,4,0.562,39.71,0.091,72.3,0.163,0.924,7.7,1,Y,price,1
PC100581,2024-09-03,SUBURB,basic,referral,47.0,119,91.49,6,12,3,0.163,40.04,0.138,64.0,0.154,0.998,38.0,1,Y,price,1
PC101044,2024-03-15,rural,basic,social,29.0,291,36.7,7,9,1,0.181,19.94,0.111,73.4,0.074,0.827,43.8,0,N,support,0
PC100022,2024-08-12,SUBURB,plus,organic,52.0,141,48.72,8,8,2,0.146,9.4,0.047,94.9,0.082,0.882,69.9,0,N,support,1
PC100599,2024-07-30,rural,plus,paid_search,31.0,154,84.91,1,4,0,0.262,18.72,0.135,93.6,0.018,1.097,72.6,0,N,support,1
PC100123,2024-03-16,metro,basic,referral,32.0,290,61.55,8,15,0,0.055,3.52,0.372,59.6,0.044,0.936,31.9,0,N,support,0
PC102198,2024-05-01,metro,plus,referral,31.0,244,37.86,8,9,0,0.024,23.95,0.014,44.8,0.113,0.877,56.4,0,N,support,0
PC101655,2024-05-28,metro,PLUS,paid_search,65.0,217,90.22,8,12,0,0.318,30.57,0.166,90.9,0.055,0.988,19.9,0,Y,support,0
PC101096,2023-02-28,metro,plus,social,29.0,672,38.29,12,13,1,0.132,18.09,0.21,61.3,0.035,1.03,14.4,0,N,support,0
PC102137,2024-09-16,rural,plus,referral,38.0,106,40.01,3,17,1,0.402,31.51,0.193,22.9,0.103,0.912,48.9,0,N,support,0
PC100472,2023-01-01,metro,basic,social,39.0,850,89.96,11,15,0,0.037,28.42,0.328,50.5,0.062,1.144,12.8,0,N,support,1
PC101640,2023-07-30,suburban,basic,organic,41.0,520,54.52,6,6,4,0.382,41.94,0.285,60.3,0.08,0.979,24.1,1,Y,variety,1
PC101191,2024-11-20,suburban,basic,referral,60.0,41,35.98,9,15,2,0.047,7.86,0.482,66.5,0.224,0.916,7.5,0,N,support,0
PC100310,2024-10-11,rural,premium,social,37.0,81,114.33,6,13,2,0.151,21.74,0.1,48.0,0.076,1.106,25.3,0,Y,support,1
PC100494,2023-12-22,metro,basic,affiliate,37.0,375,87.75,6,4,1,0.143,14.89,0.308,24.5,0.137,0.847,35.3,0,N,support,0
PC101695,2024-03-10,metro,premium,social,50.0,296,51.49,6,10,1,0.051,10.64,0.276,75.5,0.041,1.25,64.8,0,N,support,0
PC101268,2024-01-31,metro,plus,paid_search,40.0,335,48.65,6,14,1,0.273,16.87,0.132,54.1,0.241,1.017,38.6,0,Y,support,1
PC101086,2024-09-08,suburban,premium,paid_search,38.0,114,59.62,12,15,0,0.102,8.26,0.34,56.0,0.039,0.857,9.4,0,N,support,0
PC102158,2024-06-24,suburban,plus,social,35.0,190,61.93,10,9,3,0.187,20.95,0.284,65.3,0.228,1.128,17.1,0,N,support,1
PC102178,2023-12-22,metro,basic,referral,28.0,375,31.29,5,4,0,0.043,20.22,0.1,50.5,0.046,1.098,24.9,0,N,support,0
PC101617,2024-09-19,rural,plus,organic,34.0,103,35.31,5,6,2,0.286,14.97,0.219,44.5,0.052,1.035,24.8,0,N,support,0
PC101934,2024-06-23,rural,basic,paid_search,38.0,191,81.83,11,17,0,0.336,31.2,0.23,32.0,0.008,1.171,8.2,0,N,support,0
PC101547,2024-07-22,suburban,premium,paid_search,45.0,162,53.39,11,18,1,0.252,37.9,0.406,63.8,0.095,0.955,61.0,0,N,support,0
PC100393,2024-11-16,rural,prem,organic,30.0,45,23.22,4,10,0,0.06,17.8,0.146,28.7,0.039,1.039,25.1,0,N,support,0
PC101649,2024-10-24,SUBURB,plus,organic,51.0,68,34.61,3,9,0,0.266,30.71,0.189,84.4,0.083,0.937,39.2,0,N,support,0
PC100914,2024-04-21,rural,basic,paid_search,38.0,254,53.51,8,10,0,0.122,16.13,0.191,78.8,0.111,1.008,15.3,0,N,support,0
PC100756 ,2024-08-17,metro,plus,organic,53.0,136,51.07,6,17,1,0.079,35.8,0.25,53.5,0.128,1.063,35.6,1,N,support,1
PC100540,2023-01-01,rural,plus,paid_search,37.0,928,62.13,4,15,2,0.19,23.37,0.72,71.4,0.058,1.039,29.8,0,N,support,1
PC101771,2024-09-19,metro,basic,referral,41.0,103,47.83,4,13,1,0.085,17.64,0.146,93.1,0.127,0.816,31.0,0,N,support,0
PC101778,2023-11-26,metro,plus,paid_search,42.0,401,95.29,8,13,2,0.25,33.7,0.103,56.1,0.155,1.202,38.5,0,N,support,0
PC101088,2024-02-19,metro,premium,referral,26.0,316,68.56,13,5,2,0.011,10.28,0.197,38.3,0.071,1.106,19.8,0,N,support,0
PC102177,2023-01-01,metro,plus,referral,19.0,813,29.66,8,15,0,0.201,20.14,0.329,77.8,0.141,1.034,34.8,0,N,support,1
PC101067,2024-04-10,rural,basic,paid_search,39.0,265,55.37,8,15,0,0.151,14.55,0.256,26.9,0.009,0.753,39.4,0,N,support,0
PC100679,2023-05-30,suburban,plus,referral,30.0,581,30.63,5,10,1,0.201,34.64,0.161,62.7,0.056,0.934,20.9,0,N,support,0
PC100807,2024-06-08,rural,plus,organic,50.0,206,20.55,5,14,2,0.254,30.95,0.294,46.5,0.093,0.926,37.3,1,N,support,1
PC102072,2024-05-04,metro,plus,organic,48.0,241,32.88,7,9,2,0.081,19.88,0.471,15.8,0.039,1.013,30.9,0,Y,support,0
PC101888,2024-05-27,suburban,basic,referral,21.0,218,71.78,8,17,1,0.062,16.78,0.401,66.4,0.11,1.203,18.2,0,N,support,0
PC101982,2024-06-29,rural,plus,social,21.0,185,47.51,7,8,2,0.133,14.08,0.139,38.7,0.093,0.938,15.4,0,N,support,0
PC100072,2024-06-19,suburban,plus,affiliate,26.0,195,71.83,6,9,0,0.027,19.04,0.297,29.7,0.14,1.037,21.2,0,N,support,0
PC100239,2024-02-09,rural,basic,social,60.0,326,39.63,6,13,0,0.15,12.56,0.155,64.9,0.002,0.942,26.1,0,N,support,0
PC101667,2024-04-17,metro,basic,organic,41.0,258,49.36,16,16,0,0.058,11.19,0.257,53.2,0.059,1.053,15.1,0,N,support,0
PC100656,2024-03-27,metro,plus,referral,37.0,279,41.69,5,11,1,0.052,6.54,0.097,34.1,0.068,0.864,61.0,1,Y,price,1
PC100291,2024-06-13,metro,basic,referral,48.0,201,26.12,8,8,1,0.052,14.19,0.241,48.6,0.074,0.883,30.0,0,N,support,0
PC100613,2024-05-20,suburban,basic,paid_search,59.0,225,88.54,6,15,2,0.101,15.76,0.327,27.9,0.144,1.051,31.9,0,N,support,0
PC100106,2024-04-02,metro,basic,paid_search,48.0,273,53.77,6,16,0,0.107,25.79,0.23,48.9,0.037,0.944,34.5,0,N,support,0
PC102157,2023-10-14,suburban,basic,referral,18.0,444,47.16,11,19,1,0.282,33.15,0.67,56.0,0.029,0.966,13.4,0,N,support,1
PC100812,2024-11-04,suburban,plus,organic,30.0,57,33.42,5,10,0,0.14,22.37,0.495,92.1,0.187,1.032,26.3,0,N,support,0
PC101788,2023-10-15,rural,basic,referral,38.0,443,29.07,9,18,0,0.245,16.51,0.131,61.7,0.0,1.091,6.3,0,N,support,0
PC100315,2024-01-10,suburban,premium,social,40.0,356,41.8,11,11,0,0.138,15.07,0.406,76.6,0.08,0.929,9.0,0,N,support,0
PC100322,2023-06-06,metro,basic,organic,20.0,574,33.49,5,9,0,0.048,8.82,0.371,93.1,0.086,1.074,45.5,0,N,support,0
PC102135,2024-08-14,suburban,premium,paid_search,39.0,139,51.8,7,8,2,0.014,3.58,0.252,64.0,0.081,0.901,35.7,0,N,support,0
PC101790,2023-08-12,suburban,basic,organic,25.0,507,58.72,7,13,1,0.067,7.38,0.136,43.7,0.025,0.826,23.9,0,N,support,0
PC100275,2024-01-06,rural,plus,affiliate,36.0,360,36.71,9,16,1,0.176,24.58,0.374,100.0,0.031,0.855,21.5,0,N,support,0
PC101104,2024-02-29,suburban,plus,paid_search,19.0,306,70.45,3,10,2,0.094,6.65,0.43,41.9,0.112,0.882,31.6,0,N,support,0
PC101684,2024-01-02,metro,basic,organic,37.0,364,52.29,9,13,3,0.115,24.71,0.248,41.5,0.078,0.835,35.3,0,N,support,1
PC100303,2024-01-30,suburban,plus,paid_search,59.0,336,42.6,5,11,2,0.339,34.95,0.125,54.0,0.046,1.043,35.9,1,Y,support,1
PC101801,2024-06-15,metro,basic,referral,8.0,199,51.47,7,12,2,0.208,13.98,0.359,61.7,0.092,1.112,20.9,0,N,support,1
PC100245,2023-08-07,rural,basic,paid_search,42.0,512,48.99,10,10,2,0.447,24.34,0.057,48.1,0.092,1.085,7.4,0,N,support,0
PC100642,2024-02-20,suburban,premium,paid_search,22.0,315,68.2,15,18,1,0.277,25.62,0.351,85.7,0.044,0.967,82.7,0,N,support,1
PC100481 ,2024-08-23,rural,basic,organic,41.0,130,25.14,6,13,3,0.343,27.57,0.159,76.3,0.112,0.927,29.4,0,Y,support,1
PC100218,2024-04-02,metro,premium,social,38.0,273,54.17,9,11,0,0.052,22.88,0.354,46.9,0.029,0.981,32.0,0,N,support,0
PC100603,2024-05-31,suburban,premium,organic,49.0,214,56.63,6,9,1,0.176,15.27,0.229,84.3,0.086,0.937,31.0,0,Y,support,0
PC102019,2024-10-05,metro,plus,organic,38.0,87,60.5,5,15,3,0.217,11.46,0.124,51.6,0.059,1.121,37.4,0,N,support,1
PC101994,2024-07-17,suburban,basic,social,46.0,167,40.97,6,8,1,0.212,52.61,0.419,32.3,0.113,1.221,22.5,1,Y,late delivery,1
PC100733,2024-05-23,metro,plus,organic,29.0,222,63.07,4,10,0,0.135,6.66,0.48,77.5,0.034,0.905,28.1,0,Y,support,0
PC101168,2024-09-23,rural,basic,affiliate,26.0,99,66.6,6,9,1,0.151,11.23,0.264,77.2,0.104,1.101,27.0,0,N,support,0
PC100841,2024-03-18,suburban,plus,referral,35.0,288,73.93,7,8,0,0.017,29.9,0.174,37.0,0.108,1.222,31.0,1,N,support,1
PC100408,2024-01-23,rural,plus,referral,24.0,343,39.54,3,5,1,0.163,17.09,0.07,36.7,0.089,1.062,73.8,0,N,support,1
PC101602,2024-01-16,rural,basic,affiliate,39.0,350,68.19,8,13,3,0.429,22.81,0.423,52.3,0.066,1.07,14.7,0,N,support,1
PC101722,2024-05-07,rural,premium,affiliate,38.0,238,58.06,10,15,0,0.177,26.33,0.155,69.5,0.055,0.924,26.8,0,N,support,0
PC101518,2024-10-30,suburban,premium,social,26.0,62,45.67,10,8,0,0.083,22.51,0.111,49.3,0.02,0.984,28.6,0,N,support,0
PC102124,2023-09-08,suburban,basic,organic,41.0,480,103.34,7,7,0,0.282,25.47,0.075,88.0,0.146,0.946,34.2,1,N,variety,1
PC101273,2024-01-25,rural,basic,organic,33.0,341,61.46,9,10,1,0.194,23.7,0.178,84.4,0.053,0.914,47.5,0,N,support,0
PC100103,2023-09-17,metro,basic,organic,37.0,471,54.72,2,10,1,0.083,8.22,0.291,27.1,0.171,1.04,48.9,1,Y,support,1
PC100182,2024-06-02,metro,basic,social,20.0,212,44.6,5,7,2,0.195,17.35,0.212,67.2,0.06,1.055,54.6,0,N,support,0
PC100364,2024-06-10,suburban,basic,social,46.0,204,53.33,6,11,3,0.245,29.84,0.375,61.3,0.11,0.956,38.7,0,N,support,1
PC101126,2024-05-18,metro,premium,social,43.0,227,788.4000000000001,5,6,2,0.11,12.13,0.135,70.4,0.104,0.916,33.1,0,N,support,1
PC100797,2024-06-14,suburban,plus,referral,25.0,200,42.75,6,12,1,0.117,22.3,0.372,55.5,0.052,0.837,28.0,0,N,support,0
PC101828,2023-10-23,suburban,premium,social,49.0,435,37.93,9,10,0,0.181,30.56,0.285,90.0,0.051,1.064,10.1,0,N,support,0
PC102194,2024-07-15,Metro,plus,organic,40.0,169,43.48,6,13,2,0.072,11.21,0.077,47.2,0.036,1.021,45.8,0,N,support,0
PC101750,2024-07-19,metro,basic,referral,45.0,165,60.82,7,9,0,0.04,13.47,0.272,100.0,0.076,0.956,27.1,0,Y,support,0
PC100758,2023-08-10,rural,plus,paid_search,48.0,509,36.05,10,10,0,0.069,220.0,0.075,82.6,0.004,0.95,50.5,0,N,support,1
PC101328,2023-10-15,rural,basic,social,30.0,443,25.18,7,14,1,0.316,41.75,0.196,59.0,0.058,0.873,34.3,0,N,support,0
PC101125,2024-03-08,rural,plus,paid_search,28.0,298,43.76,9,16,1,0.086,12.84,0.172,57.7,0.079,0.982,34.2,0,N,support,0
PC101372,2024-04-25,rural,basic,organic,49.0,250,32.24,10,16,0,0.373,23.9,0.04,55.9,0.003,0.803,15.3,1,Y,late delivery,1
PC101589,2024-11-15,suburban,plus,affiliate,43.0,46,94.54,12,22,0,0.331,21.04,0.271,100.0,0.102,1.042,42.6,0,N,support,1
PC100996,2024-06-25,suburban,plus,social,39.0,189,74.03,9,11,0,0.054,4.04,0.199,42.1,0.018,0.944,28.2,0,N,support,0
PC101715,2024-05-16,suburban,premium,social,23.0,229,33.17,8,8,3,0.36,16.13,0.434,62.7,0.071,1.055,19.1,0,N,support,1
PC101132,2023-03-28,rural,plus,paid_search,38.0,644,33.6,7,13,0,0.323,24.71,0.36,85.9,0.099,0.904,27.1,0,N,support,0
PC101068,2023-08-08,metro,prem,organic,28.0,511,46.53,5,11,1,0.076,11.79,0.156,60.8,0.135,1.082,31.2,0,N,support,0
PC100035,2024-07-15,metro,basic,organic,20.0,169,63.43,10,10,2,0.071,10.26,0.185,83.2,0.096,0.908,9.4,1,N,support,1
PC100432,2024-03-22,suburban,premium,referral,56.0,284,31.0,8,13,1,0.171,15.74,0.244,88.9,0.128,1.101,24.8,0,N,support,0
PC101160,2023-11-03,metro,plus,affiliate,18.0,424,86.62,9,11,3,0.157,18.63,0.285,54.5,0.068,0.898,46.2,0,N,support,1
PC100483,2023-10-30,metro,basic,organic,51.0,428,33.7,5,6,1,0.266,20.85,0.315,71.2,0.146,0.962,24.3,0,N,support,0
PC101815,2023-08-02,metro,premium,referral,37.0,517,79.82,8,11,0,0.151,11.42,1.15,87.7,0.039,0.975,9.4,0,N,support,1
PC101819,2024-03-25,metro,basic,referral,32.0,281,67.35,13,12,0,0.012,2.98,0.22,78.4,0.019,0.703,28.1,0,N,support,0
PC100250,2023-12-13,metro,basic,social,29.0,384,42.92,6,11,0,0.14,17.7,0.204,53.6,0.067,0.765,58.3,0,N,support,0
PC100530,2024-07-24,metro,basic,organic,57.0,160,35.61,6,9,1,0.152,8.78,0.29,81.7,0.131,0.898,27.5,0,N,support,0
