PROVINCE,REGION,SECTOR,TSIC-2_dg,TSIC-2dg_details,TSIC-5dg,TSIC-5dg_details,BUSINESS_SIZE,NUMBER_of_MSME,DATA_SOURCE,YEAR,is_return,is_cancellation,is_outlier,revenue
Mukdahan,Northeast,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Mukdahan,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,268,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Mukdahan,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,67,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Mukdahan,Northeast,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Mukdahan,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,245,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Mukdahan,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,54,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Mukdahan,Northeast,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Mukdahan,Northeast,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,110,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Mukdahan,Northeast,J,50,Information and communication,5055,Information and communication - small establishments,Small,24,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Mukdahan,Northeast,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Mukdahan,Northeast,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,125,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Mukdahan,Northeast,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Mukdahan,Northeast,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,200,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,40,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,239,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,50,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,308,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,66,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,218,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,51,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,102,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,J,50,Information and communication,5055,Information and communication - small establishments,Small,25,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,118,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Yasothon,Northeast,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,179,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,44,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,228,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,55,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,255,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,55,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,200,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,55,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,99,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,J,50,Information and communication,5055,Information and communication - small establishments,Small,21,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,117,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,27,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Amnat Charoen,Northeast,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,174,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,41,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,242,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,59,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,14,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,325,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,67,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,15,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,255,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,58,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,113,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,J,50,Information and communication,5055,Information and communication - small establishments,Small,23,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,136,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,30,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Khai,Northeast,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,186,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,46,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,236,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,49,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,318,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,69,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,16,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,221,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,58,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,12,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,109,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,J,50,Information and communication,5055,Information and communication - small establishments,Small,27,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,128,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,32,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Bueng Kan,Northeast,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,7,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,157,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,42,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,210,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,56,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,291,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,65,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,13,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,198,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,53,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,102,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,J,50,Information and communication,5055,Information and communication - small establishments,Small,25,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,4,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,115,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,30,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Nong Bua Lamphu,Northeast,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,131,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,29,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,159,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,190,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,53,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,178,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,41,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,74,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,J,50,Information and communication,5055,Information and communication - small establishments,Small,18,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,4,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,106,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,21,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Loei,Northeast,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,146,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,31,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,6,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,180,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,37,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,224,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,47,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,181,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,37,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,9,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,72,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,J,50,Information and communication,5055,Information and communication - small establishments,Small,18,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,4,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,87,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,20,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Chaiyaphum,Northeast,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,4,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,155,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,33,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,205,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,C,20,Manufacturing,2055,Manufacturing - small establishments,Small,45,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,C,20,Manufacturing,2066,Manufacturing - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - micro establishments,Micro,218,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,G,30,Wholesale and retail trade,3055,Wholesale and retail trade - small establishments,Small,52,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,G,30,Wholesale and retail trade,3066,Wholesale and retail trade - medium establishments,Medium,11,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,I,40,Accommodation and food service,4055,Accommodation and food service - micro establishments,Micro,184,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,I,40,Accommodation and food service,4055,Accommodation and food service - small establishments,Small,40,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,I,40,Accommodation and food service,4066,Accommodation and food service - medium establishments,Medium,8,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,J,50,Information and communication,5055,Information and communication - micro establishments,Micro,95,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,J,50,Information and communication,5055,Information and communication - small establishments,Small,21,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,J,50,Information and communication,5066,Information and communication - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,M,60,Professional and technical services,6055,Professional and technical services - micro establishments,Micro,113,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,M,60,Professional and technical services,6055,Professional and technical services - small establishments,Small,26,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Kanchanaburi,West,M,60,Professional and technical services,6066,Professional and technical services - medium establishments,Medium,5,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,A,10,Agriculture and food processing,1055,Agriculture and food processing - micro establishments,Micro,167,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,A,10,Agriculture and food processing,1055,Agriculture and food processing - small establishments,Small,42,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,A,10,Agriculture and food processing,1066,Agriculture and food processing - medium establishments,Medium,10,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
Ratchaburi,West,C,20,Manufacturing,2055,Manufacturing - micro establishments,Micro,220,SYNTHETIC SAMPLE - generated from Scout metadata,2018,0,0,0,0.0
