StockCode,product_month,monthly_quantity,monthly_revenue,monthly_invoices,monthly_customers,avg_price,grain
21165,2011-12,130,235.02,15,9,2.8126666666666664,product_month
21166,2009-12,78,194.39999999999998,26,15,3.0346153846153845,product_month
21166,2010-01,34,89.26,12,5,3.361538461538461,product_month
21166,2010-02,1733,3044.87,65,57,2.1149999999999998,product_month
21166,2010-03,1605,2681.19,69,61,2.0987142857142858,product_month
21166,2010-04,1155,2016.25,60,55,2.0088333333333335,product_month
21166,2010-05,364,687.1,50,49,1.9841176470588235,product_month
21166,2010-06,226,428.21999999999997,37,34,1.942972972972973,product_month
21166,2010-07,128,249.6,23,17,1.95,product_month
21166,2010-08,1154,2025.66,43,39,1.9027272727272726,product_month
21166,2010-09,1052,1940.54,100,67,2.144,product_month
21166,2010-10,691,1339.93,92,67,2.1874193548387098,product_month
21166,2010-11,1413,2616.15,125,97,2.22968992248062,product_month
21166,2010-12,739,1435.79,72,47,2.6276470588235292,product_month
21166,2011-01,391,769.03,48,42,2.2079999999999997,product_month
21166,2011-02,447,890.07,56,45,2.41125,product_month
21166,2011-03,826,1652.3100000000002,77,63,2.3342857142857145,product_month
21166,2011-04,750,1459.63,61,49,2.2840322580645163,product_month
21166,2011-05,1044,2003.2100000000003,74,66,2.1925,product_month
21166,2011-06,599,1201.22,55,38,2.6621818181818178,product_month
21166,2011-07,481,1029.4,18,8,3.3244444444444445,product_month
21166,2011-08,1,4.13,1,1,4.13,product_month
21166,2011-09,2073,4203.09,85,71,2.246279069767442,product_month
21166,2011-10,909,1818.99,80,64,2.285308641975309,product_month
21166,2011-11,1342,2895.07,55,42,2.411964285714286,product_month
21166,2011-12,893,1885.0500000000002,41,33,2.4388636363636365,product_month
21167,2009-12,50,10.5,2,2,0.21,product_month
21167,2010-01,76,20.58,5,4,0.298,product_month
21167,2010-02,159,61.769999999999996,7,3,0.3671428571428571,product_month
21167,2010-03,103,22.29,6,4,0.32,product_month
21167,2010-04,36,9.98,3,2,0.35666666666666663,product_month
21167,2010-05,27,6.11,3,2,0.3566666666666667,product_month
21167,2010-06,102,21.86,4,4,0.265,product_month
21167,2010-07,150,24.0,1,1,0.16,product_month
21167,2010-08,75,15.75,2,2,0.21,product_month
21167,2010-09,101,26.93,4,3,0.32,product_month
21167,2010-10,60,14.8,3,3,0.2833333333333333,product_month
21167,2010-11,69,15.81,7,4,0.33571428571428574,product_month
21167,2010-12,134,35.620000000000005,6,2,0.386,product_month
21167,2011-01,77,21.85,4,2,0.37,product_month
21167,2011-02,63,21.21,5,2,0.378,product_month
21167,2011-03,101,21.42,4,4,0.2625,product_month
21167,2011-04,27,6.09,3,2,0.35000000000000003,product_month
21167,2011-05,8,3.36,3,1,0.42,product_month
21167,2011-06,74,15.959999999999999,3,2,0.3499999999999999,product_month
21167,2011-07,150,32.129999999999995,6,5,0.27999999999999997,product_month
21167,2011-08,87,20.79,6,2,0.385,product_month
21167,2011-09,132,29.189999999999998,4,3,0.315,product_month
21167,2011-10,182,39.69,10,5,0.33599999999999997,product_month
21167,2011-11,211,47.25,9,5,0.32666666666666666,product_month
21167,2011-12,241,55.23,4,3,0.315,product_month
21169,2009-12,1,4.3,1,1,4.3,product_month
21169,2010-01,23,38.87,3,3,1.6900000000000002,product_month
21169,2010-02,754,1167.34,43,38,2.0009090909090905,product_month
21169,2010-03,667,1067.83,39,31,2.1823076923076923,product_month
21169,2010-04,824,1253.6,29,24,1.8061290322580643,product_month
21169,2010-05,33,58.290000000000006,6,6,2.11,product_month
21169,2010-07,2,3.38,2,2,1.69,product_month
21169,2010-08,556,843.52,21,19,1.99,product_month
21169,2010-09,670,1030.06,60,34,1.7596774193548386,product_month
21169,2010-10,391,636.31,49,41,1.878235294117647,product_month
21169,2010-11,528,867.48,69,52,2.0999999999999996,product_month
21169,2010-12,240,466.08,41,27,2.4499999999999997,product_month
21169,2011-01,155,260.95,23,16,2.4548,product_month
21169,2011-02,160,273.52,25,19,2.266,product_month
21169,2011-03,396,654.88,42,30,2.3445454545454543,product_month
21169,2011-04,473,743.77,35,33,1.802,product_month
21169,2011-05,445,737.69,40,30,2.3329268292682923,product_month
21169,2011-06,442,685.86,27,21,2.2742857142857145,product_month
21169,2011-07,251,441.27000000000004,32,23,2.22375,product_month
21169,2011-08,79,118.67,3,3,2.4233333333333333,product_month
21169,2011-09,757,1178.77,37,33,1.921578947368421,product_month
21169,2011-10,310,561.18,49,31,2.3892307692307693,product_month
21169,2011-11,530,904.62,72,53,2.1001333333333334,product_month
21169,2011-12,254,428.18,24,17,2.354,product_month
21171,2009-12,119,174.53,14,13,1.5914285714285714,product_month
21171,2010-01,37,55.559999999999995,9,9,1.662222222222222,product_month
21171,2010-02,66,99.52,14,13,1.7228571428571426,product_month
21171,2010-03,48,73.42,17,14,1.674705882352941,product_month
21171,2010-04,186,257.65,18,14,1.9315789473684208,product_month
21171,2010-05,42,60.9,9,9,1.45,product_month
21171,2010-06,243,315.86,11,11,1.6054545454545455,product_month
21171,2010-07,288,381.59999999999997,37,18,1.3418918918918918,product_month
21171,2010-08,150,207.85,18,13,1.969444444444444,product_month
21171,2010-09,83,122.25999999999999,12,12,1.6091666666666666,product_month
21171,2010-10,41,61.36,14,14,1.5864285714285715,product_month
21171,2010-11,106,157.51999999999998,14,12,1.7046666666666668,product_month
21171,2010-12,42,66.63,6,5,2.16625,product_month
21171,2011-01,21,35.55,8,5,2.3625,product_month
21171,2011-02,42,62.18,9,8,1.836666666666667,product_month
21171,2011-03,21,32.29,11,10,1.6172727272727272,product_month
21171,2011-04,57,77.85,9,9,1.4277777777777778,product_month
21171,2011-05,21,35.97,7,4,1.9757142857142858,product_month
21171,2011-06,228,294.04,17,15,1.5347058823529411,product_month
21171,2011-07,15,21.75,3,3,1.45,product_month
21171,2011-08,4,7.640000000000001,3,3,2.063333333333333,product_month
21172,2009-12,212,333.04999999999995,35,26,2.1014285714285714,product_month
21172,2010-01,232,317.2,21,21,1.441304347826087,product_month
21172,2010-02,290,388.78,21,18,1.8172727272727272,product_month
21172,2010-03,317,427.93,26,23,1.7385714285714287,product_month
21172,2010-04,238,350.97999999999996,34,30,1.6876470588235293,product_month
21172,2010-05,513,703.97,44,35,1.8172727272727272,product_month
21172,2010-06,367,548.8299999999999,53,41,1.9574074074074075,product_month
21172,2010-07,542,766.46,64,36,1.6403030303030304,product_month
21172,2010-08,382,576.1,62,44,1.9671014492753622,product_month
21172,2010-09,392,576.8,40,35,1.7738095238095237,product_month
21172,2010-10,268,394.11999999999995,46,42,1.57,product_month
21172,2010-11,462,681.06,58,47,1.9066666666666667,product_month
21172,2010-12,133,201.13,9,8,1.9099999999999997,product_month
21172,2011-02,2,8.26,2,1,4.13,product_month
21172,2011-03,352,532.1,38,33,1.7787179487179487,product_month
21172,2011-04,422,609.3399999999999,45,35,1.9175555555555555,product_month
21172,2011-05,492,717.88,58,41,2.0437931034482757,product_month
21172,2011-06,369,585.53,54,40,2.0685714285714285,product_month
21172,2011-07,194,356.34,49,27,2.5535294117647056,product_month
21172,2011-08,567,869.51,54,38,2.1607142857142856,product_month
21172,2011-09,227,366.66999999999996,45,35,2.090869565217391,product_month
21172,2011-10,257,388.72999999999996,40,36,1.7114634146341463,product_month
21172,2011-11,439,655.5899999999999,57,45,1.7191525423728813,product_month
21172,2011-12,90,135.85999999999999,16,14,1.785,product_month
21173,2009-12,65,128.45,21,14,2.407142857142857,product_month
21173,2010-01,49,91.09,14,11,2.3814285714285712,product_month
21173,2010-02,134,233.9,25,20,2.124074074074074,product_month
21173,2010-03,86,144.62,16,12,1.9575,product_month
21173,2010-04,8,13.2,1,1,1.65,product_month
21174,2009-12,387,829.55,55,35,2.5525862068965512,product_month
21174,2010-01,510,828.48,34,32,2.119428571428571,product_month
21174,2010-02,559,899.89,31,28,2.1353125,product_month
21174,2010-03,778,1306.54,48,45,2.0526530612244898,product_month
21174,2010-04,607,1027.01,45,37,2.133695652173913,product_month
21174,2010-05,248,485.85999999999996,40,38,2.0038095238095237,product_month
21174,2010-06,593,1121.55,69,47,2.6395714285714287,product_month
21174,2010-07,348,682.28,37,32,2.2472972972972975,product_month
21174,2010-08,366,703.8199999999999,40,37,2.0529268292682925,product_month
21174,2010-09,266,543.56,41,32,2.488095238095238,product_month
21174,2010-10,305,633.43,69,49,2.4443478260869567,product_month
21174,2010-11,563,1143.6299999999999,88,59,2.610909090909091,product_month
21174,2010-12,272,684.66,45,16,3.3370588235294116,product_month
21174,2011-01,124,263.2,20,16,2.389047619047619,product_month
21174,2011-02,221,452.26000000000005,32,28,2.302727272727273,product_month
21174,2011-03,223,476.14,41,33,2.3728571428571428,product_month
21174,2011-04,193,408.93,27,20,2.4511111111111115,product_month
21174,2011-05,308,671.39,56,44,2.4826785714285715,product_month
21174,2011-06,310,680.91,54,37,2.721111111111111,product_month
21174,2011-07,333,765.98,42,29,2.7393181818181818,product_month
21174,2011-08,265,602.45,43,29,2.685681818181818,product_month
21174,2011-09,685,1550.98,58,42,2.6028333333333338,product_month
21174,2011-10,458,984.9,45,32,2.615333333333333,product_month
21174,2011-11,570,1359.5,42,19,3.170952380952381,product_month
21174,2011-12,321,757.42,33,21,2.8126470588235293,product_month
21175,2009-12,993,1956.5400000000002,94,65,2.6129166666666666,product_month
21175,2010-01,430,892.59,68,55,2.365652173913044,product_month
21175,2010-02,583,1172.5100000000002,63,50,2.4015384615384616,product_month
21175,2010-03,1435,2621.2900000000004,83,63,2.4357647058823533,product_month
21175,2010-04,956,1824.69,71,61,2.227808219178082,product_month
21175,2010-05,710,1453.88,77,69,2.2701282051282052,product_month
21175,2010-06,465,953.5400000000001,60,44,2.488225806451613,product_month
21175,2010-07,4,8.4,3,3,2.1,product_month
21175,2010-08,751,1461.3200000000002,43,42,2.1516279069767443,product_month
21175,2010-09,699,1443.1100000000001,67,56,2.274029850746269,product_month
21175,2010-10,626,1308.97,100,84,2.2428431372549023,product_month
21175,2010-11,846,1785.5700000000002,121,91,2.385528455284553,product_month
21175,2010-12,550,1304.8100000000002,65,39,2.7963,product_month
21175,2011-01,2410,4572.16,53,46,2.359622641509434,product_month
21175,2011-02,319,804.79,53,41,2.8637735849056605,product_month
21175,2011-03,540,1306.04,60,51,2.7596666666666665,product_month
21175,2011-04,2508,4612.54,51,45,2.6092156862745095,product_month
21175,2011-05,603,1517.5,71,66,2.576575342465753,product_month
21175,2011-06,427,1090.39,54,44,2.809074074074074,product_month
21175,2011-07,812,1901.3500000000001,60,52,2.7485245901639344,product_month
21175,2011-08,463,1149.99,43,39,2.7477272727272726,product_month
21175,2011-09,1013,2532.9500000000003,79,68,2.773037974683544,product_month
21175,2011-10,950,2123.17,77,58,2.8514285714285714,product_month
21175,2011-11,1534,3868.43,114,82,2.9370689655172413,product_month
21175,2011-12,278,724.9,29,22,3.11551724137931,product_month
21179,2009-12,597,251.67,17,15,1.1229411764705883,product_month
21179,2010-01,367,295.92,23,8,1.5433333333333332,product_month
21179,2010-02,251,207.97,14,12,1.4946666666666666,product_month
21179,2010-03,153,193.02,21,17,1.5333333333333334,product_month
21179,2010-04,107,131.47,14,14,1.2364285714285714,product_month
21179,2010-05,235,297.97,23,21,1.4123076923076923,product_month
21179,2010-06,83,101.47,17,15,1.2388235294117647,product_month
21179,2010-07,118,155.94,24,20,1.5876,product_month
21179,2010-08,88,118.44,23,19,1.6016666666666666,product_month
21179,2010-09,108,137.11,14,14,1.4007142857142856,product_month
21179,2010-10,123,157.97,22,19,1.4418181818181817,product_month
21179,2010-11,122,165.16,27,21,1.672,product_month
21179,2010-12,86,128.6,13,8,2.138421052631579,product_month
21179,2011-01,40,52.04,9,8,1.4766666666666666,product_month
21179,2011-02,66,85.53999999999999,19,12,1.383,product_month
21179,2011-03,82,110.76,23,12,1.576086956521739,product_month
21179,2011-04,45,58.53,12,7,1.4400000000000002,product_month
21179,2011-05,101,145.04999999999998,29,12,1.6866666666666668,product_month
21179,2011-06,81,118.14999999999999,30,15,1.674,product_month
21179,2011-07,707,324.92999999999995,63,41,0.7972727272727272,product_month
21179,2011-08,512,231.94,44,30,0.83,product_month
21179,2011-09,250,101.22,24,18,0.49333333333333335,product_month
21181,2009-12,1246,2619.0000000000005,111,81,2.4911504424778763,product_month
21181,2010-01,580,1165.0800000000002,65,58,2.338,product_month
21181,2010-02,818,1635.0200000000002,76,71,2.1439240506329114,product_month
21181,2010-03,2039,3857.0400000000004,104,86,2.21811320754717,product_month
21181,2010-04,1576,3011.4700000000003,91,79,2.239130434782609,product_month
21181,2010-05,2,8.42,2,1,4.21,product_month
21181,2010-08,1527,2977.8100000000004,66,63,2.0867164179104476,product_month
21181,2010-09,1775,3559.3700000000003,117,99,2.270598290598291,product_month
21181,2010-10,1271,2626.6800000000003,145,115,2.287266666666667,product_month
21181,2010-11,1681,3551.4700000000003,188,137,2.4553926701570683,product_month
21181,2010-12,1481,3113.42,101,62,2.697434210526316,product_month
21181,2011-01,621,1295.2800000000002,71,58,2.4684,product_month
21181,2011-02,757,1528.71,75,56,2.5314666666666668,product_month
21181,2011-03,1326,2637.59,100,80,2.3933009708737867,product_month
21181,2011-04,1047,2111.88,86,74,2.1994252873563216,product_month
21181,2011-05,938,1831.88,69,50,2.4407042253521127,product_month
21181,2011-07,192,458.88,1,1,2.39,product_month
21181,2011-08,1,2.1,1,1,2.1,product_month
21181,2011-09,2536,5058.39,117,103,2.1658474576271187,product_month
21181,2011-10,2003,4178.63,119,92,2.38991935483871,product_month
21181,2011-11,989,2263.58,52,32,2.8680769230769227,product_month
21181,2011-12,711,1514.1200000000001,53,47,2.307037037037037,product_month
21185,2009-12,49,344.40000000000003,18,14,7.827777777777778,product_month
21185,2010-01,53,322.28,12,11,6.809166666666666,product_month
21185,2010-02,24,171.51,10,9,7.624,product_month
21185,2010-03,4,25.4,2,2,6.35,product_month
21185,2010-06,1,6.35,1,1,6.35,product_month
21185,2010-07,1,6.35,1,1,6.35,product_month
21186,2009-12,574,1010.1,59,29,2.2974193548387096,product_month
21186,2010-01,101,167.59,12,10,2.066666666666667,product_month
21186,2010-02,342,521.8000000000001,14,12,1.9653333333333332,product_month
21186,2010-03,399,605.59,18,14,1.9127777777777777,product_month
21186,2010-04,198,324.6,18,13,2.102777777777778,product_month
21186,2010-05,482,751.75,22,17,1.9956521739130435,product_month
21186,2010-06,318,494.84999999999997,22,17,2.002272727272727,product_month
21186,2010-07,180,306.21,21,16,1.966190476190476,product_month
21186,2010-08,264,501.24,24,17,2.1208,product_month
21186,2010-09,525,863.1,37,29,1.9942105263157894,product_month
21186,2010-10,1008,1567.86,58,53,1.7698275862068964,product_month
21186,2010-11,884,1419.01,63,44,2.008805970149254,product_month
21186,2010-12,2,6.72,1,1,3.36,product_month
21187,2009-12,52,108.94,17,9,2.382941176470588,product_month
21187,2010-01,8,22.03,3,2,2.5225,product_month
21187,2010-02,18,31.41,5,4,1.9919999999999998,product_month
21187,2010-03,5,9.959999999999999,2,2,2.505,product_month
21187,2010-04,305,462.75000000000006,3,3,2.1533333333333333,product_month
21187,2010-05,14,23.1,2,2,1.65,product_month
21187,2010-06,28,46.2,4,4,1.65,product_month
21187,2010-07,20,34.71,4,4,1.9919999999999998,product_month
21187,2010-08,63,94.35,4,4,1.5999999999999999,product_month
21187,2010-09,78,130.41,8,8,1.86375,product_month
21187,2010-10,155,243.39,12,12,1.7507692307692306,product_month
21187,2010-11,231,391.38,32,29,1.8451515151515152,product_month
21187,2010-12,238,414.53999999999996,18,12,2.1335483870967744,product_month
21187,2011-01,3,9.870000000000001,2,1,3.29,product_month
21187,2011-03,106,170.22,9,8,1.8099999999999998,product_month
21187,2011-04,12,19.8,1,1,1.65,product_month
21187,2011-05,55,90.75,6,6,1.6499999999999997,product_month
21187,2011-06,16,26.4,3,3,1.6499999999999997,product_month
21187,2011-07,37,72.53,8,6,2.265,product_month
21187,2011-08,2,6.58,1,1,3.29,product_month
21188,2009-12,21,65.04,3,3,3.9800000000000004,product_month
21188,2010-01,52,162.41000000000003,12,10,3.4153846153846157,product_month
21188,2010-02,120,334.8,10,10,2.91,product_month
21188,2010-03,59,174.05,7,7,2.95,product_month
21188,2010-04,17,59.03,6,3,4.430000000000001,product_month
21188,2010-05,37,115.07000000000001,7,6,3.3200000000000003,product_month
21188,2010-06,58,177.02000000000004,7,6,3.795714285714286,product_month
21188,2010-07,66,200.62,5,4,4.134,product_month
21188,2010-08,13,38.35000000000001,2,2,2.95,product_month
21188,2010-09,51,159.33,7,6,3.3728571428571428,product_month
21188,2010-10,39,115.05000000000003,5,5,2.95,product_month
21188,2010-11,53,148.67000000000002,7,7,3.22,product_month
21188,2010-12,15,85.69,5,2,5.54,product_month
21188,2011-01,47,141.49,7,7,3.355714285714286,product_month
21188,2011-02,16,50.040000000000006,4,4,3.66,product_month
21188,2011-03,77,207.95000000000002,5,5,2.8833333333333333,product_month
21188,2011-04,25,79.43,6,4,3.896666666666667,product_month
21188,2011-05,32,108.60000000000002,7,5,4.167142857142857,product_month
21188,2011-06,27,105.21000000000001,7,4,4.572857142857143,product_month
21188,2011-07,57,182.35000000000002,7,7,3.355714285714286,product_month
21188,2011-08,36,96.60000000000001,2,2,2.75,product_month
21189,2009-12,43,124.35000000000001,12,4,2.985,product_month
21189,2010-01,5,15.370000000000001,2,2,2.54,product_month
21189,2010-02,3,10.08,1,1,3.36,product_month
21189,2010-03,18,46.8,3,3,2.22,product_month
21189,2010-04,2,3.3,1,1,1.65,product_month
21189,2010-05,16,29.82,3,3,2.22,product_month
21189,2010-06,54,79.5,2,2,1.5499999999999998,product_month
21189,2010-07,2,5.01,2,2,2.505,product_month
21189,2010-08,27,46.26,3,3,2.22,product_month
21189,2010-09,48,79.2,3,3,1.6499999999999997,product_month
21189,2010-10,67,100.95,4,4,1.5999999999999999,product_month
21189,2010-11,158,271.22,15,13,1.9786666666666666,product_month
21189,2010-12,60,184.5,14,5,3.018,product_month
21189,2011-01,6,20.16,1,1,3.36,product_month
21189,2011-02,12,19.8,1,1,1.65,product_month
21189,2011-03,36,75.8,6,5,1.9233333333333331,product_month
21189,2011-04,13,21.45,2,2,1.65,product_month
21189,2011-05,17,34.61,4,3,1.9780000000000002,product_month
21189,2011-06,16,34.599999999999994,4,3,2.4699999999999998,product_month
21189,2011-07,21,42.849999999999994,4,3,2.4699999999999998,product_month
21189,2011-08,5,13.17,3,2,2.7433333333333336,product_month
21189,2011-09,5,11.53,3,2,2.7433333333333336,product_month
21189,2011-10,6,9.9,1,1,1.65,product_month
21189,2011-11,105,294.61,17,6,2.8076470588235294,product_month
21189,2011-12,69,179.45,12,5,2.7433333333333336,product_month
21190,2009-12,66,99.3,4,4,1.5999999999999999,product_month
21190,2010-01,147,251.1,22,18,1.9473913043478261,product_month
21190,2010-02,91,150.81,11,10,1.9183333333333332,product_month
21190,2010-03,35,69.72,11,7,2.4272727272727272,product_month
21190,2010-04,46,84.45,11,8,2.1163636363636362,product_month
21190,2010-05,27,51.39,6,6,1.8942857142857144,product_month
21190,2010-06,50,85.92,8,6,2.0774999999999997,product_month
21190,2010-07,83,138.66,10,9,1.8210000000000002,product_month
21190,2010-08,24,44.730000000000004,7,6,2.1385714285714283,product_month
21190,2010-09,6,11.61,4,4,2.0774999999999997,product_month
21190,2010-10,16,28.11,4,4,2.0774999999999997,product_month
21190,2010-11,47,76.58999999999999,6,6,1.8085714285714285,product_month
21190,2010-12,224,325.6,3,3,1.5833333333333333,product_month
21190,2011-01,2,3.3,1,1,1.65,product_month
21190,2011-03,50,72.5,1,1,1.45,product_month
21190,2011-11,4,6.6,2,2,1.65,product_month
21191,2009-12,44,145.2,13,5,3.623076923076923,product_month
21191,2010-01,1,4.3,1,1,4.3,product_month
21191,2010-02,6,12.600000000000001,3,3,2.1,product_month
21191,2010-03,9,27.34,3,2,3.5066666666666664,product_month
21191,2010-04,2,4.2,1,1,2.1,product_month
21191,2010-05,10,29.439999999999998,3,2,3.5066666666666664,product_month
21191,2010-06,50,85.32000000000001,2,2,1.895,product_month
21191,2010-07,13,29.41,3,3,2.8033333333333332,product_month
21191,2010-08,1,4.21,1,1,4.21,product_month
21191,2010-09,98,210.02,12,12,2.2623076923076924,product_month
21191,2010-10,355,651.32,23,22,2.1382608695652174,product_month
21191,2010-11,328,753.4300000000001,41,26,2.841951219512195,product_month
21191,2010-12,223,704.62,27,10,3.3659999999999997,product_month
21191,2011-01,3,12.39,2,1,4.13,product_month
21191,2011-02,54,93.72,2,2,1.895,product_month
21191,2011-03,61,110.45,5,4,2.424,product_month
21191,2011-04,8,20.86,2,2,3.115,product_month
21191,2011-05,20,58.24,5,3,2.912,product_month
21191,2011-06,20,42.0,4,3,2.1,product_month
21191,2011-07,19,50.05,3,3,2.776666666666667,product_month
21191,2011-08,3,12.39,1,1,4.13,product_month
21191,2011-09,20,56.21,4,3,3.1149999999999998,product_month
21191,2011-10,28,58.8,6,6,2.1,product_month
21191,2011-11,124,321.3,27,11,3.1525925925925926,product_month
21191,2011-12,44,112.7,7,3,3.5500000000000003,product_month
21192,2009-12,103,292.77,27,7,2.8578571428571427,product_month
21192,2010-01,4,10.02,2,2,2.505,product_month
21192,2010-02,20,36.42,5,5,1.9919999999999998,product_month
21192,2010-04,4,6.6,2,1,1.65,product_month
21192,2010-05,15,29.880000000000003,2,2,2.505,product_month
21192,2010-06,51,74.55,2,2,1.5499999999999998,product_month
21192,2010-07,29,51.269999999999996,5,5,1.9919999999999998,product_month
21192,2010-08,5,13.379999999999999,2,2,2.505,product_month
21192,2010-09,153,246.26999999999998,11,11,1.7872727272727273,product_month
21192,2010-10,315,522.78,21,18,1.966190476190476,product_month
21192,2010-11,377,680.0600000000001,49,29,2.296153846153846,product_month
21192,2010-12,255,584.91,34,11,2.6138181818181816,product_month
21192,2011-01,2,6.58,1,1,3.29,product_month
21192,2011-02,71,125.58999999999999,3,3,2.13,product_month
21192,2011-03,14,32.94,6,3,2.587142857142857,product_month
21192,2011-04,27,47.83,3,2,2.1966666666666668,product_month
21192,2011-05,16,31.32,5,3,2.306,product_month
21192,2011-06,18,36.26,4,3,2.306,product_month
21192,2011-07,32,74.12,6,5,2.1966666666666668,product_month
21192,2011-08,308,471.92,4,3,2.42,product_month
21192,2011-09,17,55.92999999999999,4,1,3.29,product_month
21192,2011-10,344,526.4,13,9,1.9823076923076923,product_month
21192,2011-11,57,86.08999999999999,5,5,1.938,product_month
21193,2009-12,38,130.4,12,7,3.1153846153846154,product_month
21193,2010-01,13,36.010000000000005,4,3,3.1775,product_month
21193,2010-02,14,29.400000000000002,4,4,2.1,product_month
21193,2010-03,2,4.2,1,1,2.1,product_month
21193,2010-04,44,74.36,1,1,1.69,product_month
21194,2009-12,12,36.2,5,3,3.0428571428571423,product_month
21194,2010-01,4,10.51,3,3,2.8033333333333332,product_month
21194,2010-02,3,8.41,3,3,2.8033333333333332,product_month
21194,2010-03,9,18.9,3,2,2.1,product_month
21194,2010-04,1,4.21,1,1,4.21,product_month
21194,2010-05,11,23.1,3,3,2.1,product_month
21194,2010-06,4,8.4,1,1,2.1,product_month
21194,2010-07,2,4.2,1,1,2.1,product_month
21194,2010-09,7,16.810000000000002,4,3,2.6275,product_month
21194,2010-10,12,25.200000000000003,1,1,2.1,product_month
21194,2010-11,17,43.79,5,3,3.2840000000000003,product_month
21194,2010-12,27,60.92,3,3,2.8033333333333332,product_month
21194,2011-01,27,46.66,12,1,1.8483333333333334,product_month
21194,2011-02,26,56.63000000000001,3,3,2.776666666666667,product_month
21194,2011-03,9,33.11,4,2,3.318,product_month
21194,2011-04,6,16.66,3,3,2.776666666666667,product_month
21194,2011-05,2,6.23,2,2,3.115,product_month
21194,2011-06,118,87.14,7,6,1.6442857142857144,product_month
21194,2011-07,39,32.31,4,4,1.52,product_month
21194,2011-08,66,102.06,7,6,1.6442857142857144,product_month
21194,2011-09,39,25.35,4,4,0.65,product_month
21194,2011-10,52,33.8,5,5,0.65,product_month
21194,2011-11,53,34.45,7,7,0.65,product_month
21194,2011-12,35,22.75,4,4,0.65,product_month
21195,2009-12,23,79.1,8,3,3.4749999999999996,product_month
21195,2010-01,21,50.43,7,5,3.0042857142857144,product_month
21195,2010-02,22,71.52000000000001,6,3,3.5066666666666664,product_month
21195,2010-03,7,25.25,2,2,3.1550000000000002,product_month
21195,2010-04,7,25.25,5,2,3.3659999999999997,product_month
21195,2010-05,13,50.510000000000005,3,2,3.5066666666666664,product_month
21195,2010-06,34,77.73,5,5,2.522,product_month
21195,2010-07,14,37.84,6,4,2.8033333333333332,product_month
21195,2010-08,49,85.33,2,2,2.95,product_month
21195,2010-09,34,75.62,6,5,2.8033333333333332,product_month
21195,2010-10,29,75.67,7,6,2.7028571428571424,product_month
21195,2010-11,51,159.85,13,4,3.560769230769231,product_month
21195,2010-12,107,241.52,13,3,3.666315789473684,product_month
21195,2011-01,329,494.12,30,9,1.8323333333333334,product_month
21195,2011-02,133,262.27,10,5,3.2359999999999998,product_month
21195,2011-03,54,147.91,14,7,3.2600000000000002,product_month
21195,2011-04,20,78.53999999999999,5,2,3.7239999999999993,product_month
21195,2011-05,70,155.74,8,4,3.3175,product_month
21196,2010-02,1,3.36,1,1,3.36,product_month
21196,2010-03,2,3.3,1,1,1.65,product_month
21196,2010-04,12,19.8,1,1,1.65,product_month
21196,2010-05,18,29.7,2,2,1.65,product_month
21196,2010-06,12,19.8,1,1,1.65,product_month
21196,2010-07,12,19.8,1,1,1.65,product_month
21196,2010-08,2,3.3,1,1,1.65,product_month
21196,2010-09,12,19.8,1,1,1.65,product_month
21196,2010-12,1,1.65,1,1,1.65,product_month
21196,2011-01,12,19.8,1,1,1.65,product_month
21196,2011-03,2,6.58,1,1,3.29,product_month
21196,2011-04,12,19.8,1,1,1.65,product_month
21196,2011-05,20,41.2,4,3,2.306,product_month
21196,2011-08,36,59.400000000000006,2,2,1.65,product_month
21196,2011-09,12,19.8,1,1,1.65,product_month
21196,2011-10,1,1.65,1,1,1.65,product_month
21196,2011-12,12,19.8,1,1,1.65,product_month
21197,2010-03,4,6.6,1,1,1.65,product_month
21197,2010-04,39,64.35,3,3,1.65,product_month
21197,2010-06,25,41.25,3,3,1.6499999999999997,product_month
21197,2010-07,28,46.2,4,3,1.65,product_month
21197,2010-08,13,21.45,2,2,1.65,product_month
21197,2010-09,36,59.400000000000006,3,3,1.6499999999999997,product_month
21197,2010-10,12,19.8,1,1,1.65,product_month
21197,2010-11,12,19.8,1,1,1.65,product_month
21197,2010-12,26,42.9,2,2,1.65,product_month
21197,2011-01,60,39.96,2,2,1.035,product_month
21197,2011-02,14,23.1,1,1,1.65,product_month
21197,2011-03,1,3.29,1,1,3.29,product_month
21197,2011-04,14,26.380000000000003,2,2,2.4699999999999998,product_month
21197,2011-05,2,6.58,2,1,3.29,product_month
21197,2011-06,26,33.06,4,2,1.24,product_month
21197,2011-07,7,5.8100000000000005,5,1,0.8299999999999998,product_month
21197,2011-08,72,109.19999999999999,3,3,1.5833333333333333,product_month
21197,2011-10,1,1.63,1,1,1.63,product_month
21197,2011-11,62,92.69999999999999,3,3,1.5833333333333333,product_month
21197,2011-12,12,19.8,1,1,1.65,product_month
21198,2009-12,15,30.090000000000003,4,2,2.9850000000000003,product_month
21198,2010-01,36,69.66,7,6,2.1385714285714283,product_month
21198,2010-02,41,72.78,7,6,2.1385714285714283,product_month
21198,2010-03,4,10.02,3,2,2.7899999999999996,product_month
21198,2010-04,7,13.26,4,3,2.0774999999999997,product_month
21198,2010-05,38,62.7,4,4,1.65,product_month
21198,2010-06,42,69.3,4,4,1.65,product_month
21198,2010-07,34,57.81,6,6,1.9349999999999998,product_month
21198,2010-08,2,3.3,2,2,1.65,product_month
21198,2010-09,8,26.880000000000003,2,1,3.36,product_month
