customer_id,signup_date,region,plan_type,acquisition_channel,age,account_tenure_days,avg_order_value,orders_last_90d,app_sessions_last_30d,support_tickets_90d,late_delivery_rate,avg_delivery_delay_hours,discount_ratio,product_variety_score,return_rate_90d,competitor_price_index,days_since_last_order,account_status_30d,delay_risk_band,discount_band
PC100526,2024-06-09,suburban,basic,organic,51,205,86.34,6,9,3,0.123,8.46,0.126,60.6,0.195,0.996,50.0,0,low,healthy
PC100527,2024-04-08,suburban,basic,social,24,267,58.18,6,11,1,0.095,11.17,0.138,55.1,0.023,0.952,39.8,0,low,healthy
PC100528,2024-03-08,metro,basic,paid_search,31,298,50.96,7,10,0,0.06,28.61,0.362,42.2,0.031,0.971,12.1,0,watch,high
PC100529,2023-03-11,suburban,basic,organic,29,661,63.94,7,12,1,0.485,27.99,0.05,15.2,0.023,0.897,42.3,1,watch,low
PC100530,2024-07-24,metro,basic,organic,57,160,35.61,6,9,1,0.152,8.78,0.29,81.7,0.131,0.898,27.5,0,low,healthy
PC100531,2024-01-27,rural,basic,social,43,339,42.19,4,9,2,0.127,11.58,0.342,52.2,0.095,0.897,33.7,1,low,healthy
PC100532,2024-02-29,suburban,premium,paid_search,34,306,77.25,9,12,1,0.199,11.83,0.146,51.2,0.084,0.932,20.7,0,low,healthy
PC100533,2024-06-15,rural,plus,affiliate,20,199,132.42,15,19,1,0.08,57.78,0.613,79.1,0.099,1.008,10.9,0,critical,high
PC100534,2024-10-06,suburban,basic,paid_search,30,86,69.12,13,17,1,0.198,24.39,0.301,76.0,0.028,1.004,14.4,0,watch,healthy
PC100535,2023-11-02,metro,basic,organic,42,425,50.32,8,7,1,0.19,26.04,0.126,40.2,0.053,1.044,19.4,0,watch,healthy
PC100536,2023-06-25,suburban,basic,organic,38,555,79.06,7,12,1,0.232,19.76,0.392,58.2,0.051,0.979,20.3,0,watch,high
PC100537,2024-08-24,metro,basic,social,34,129,42.21,10,9,0,0.351,36.74,0.164,74.3,0.022,1.289,19.6,0,high,healthy
PC100538,2024-11-11,rural,plus,paid_search,43,50,71.69,13,13,2,0.084,28.58,0.221,85.1,0.122,1.118,7.6,0,watch,healthy
PC100539,2023-08-29,metro,plus,affiliate,32,490,22.83,6,9,1,0.389,25.37,0.428,39.4,0.065,0.908,33.1,0,watch,high
PC100540,2023-01-01,rural,plus,paid_search,37,928,62.13,4,15,2,0.19,23.37,0.72,71.4,0.058,1.039,29.8,0,watch,high
PC100541,2024-10-17,suburban,plus,paid_search,37,75,77.39,6,11,0,0.094,19.13,0.083,87.6,0.342,0.849,39.4,0,watch,low
PC100542,2024-04-14,suburban,plus,organic,28,261,87.24,6,13,0,0.118,14.85,0.131,22.6,0.045,1.0,36.3,0,low,healthy
PC100543,2024-08-09,suburban,basic,referral,40,144,56.25,4,13,2,0.106,16.57,0.144,37.7,0.107,1.163,30.4,0,low,healthy
PC100544,2024-06-09,suburban,basic,organic,21,205,58.41,6,8,0,0.078,12.29,0.219,48.5,0.054,1.017,24.2,0,low,healthy
PC100545,2024-05-12,metro,basic,paid_search,53,233,40.92,4,10,0,0.019,15.73,0.079,37.5,0.007,0.971,42.2,0,low,low
PC100546,2024-03-20,metro,premium,organic,54,286,71.85,14,15,2,0.009,9.02,0.1,53.6,0.053,0.923,17.0,0,low,low
PC100547,2024-04-22,rural,basic,social,40,253,44.03,4,8,0,0.068,11.09,0.017,65.5,0.017,0.861,33.5,0,low,low
PC100548,2023-08-18,metro,premium,paid_search,32,501,39.16,8,13,1,0.03,6.31,0.051,89.6,0.063,1.125,25.0,0,low,low
PC100549,2024-08-15,rural,premium,paid_search,42,138,75.73,10,16,2,0.221,21.35,0.116,60.9,0.123,0.976,22.8,1,watch,healthy
PC100550,2024-08-09,metro,plus,organic,35,144,52.04,6,7,2,0.188,11.1,0.196,58.0,0.169,1.015,28.4,0,low,healthy
PC100551,2024-05-26,metro,plus,referral,39,219,33.59,6,8,0,0.075,35.65,0.333,45.4,0.152,0.924,23.7,0,high,healthy
PC100552,2024-06-19,metro,plus,organic,38,195,50.88,5,12,1,0.135,8.54,0.209,81.5,0.092,0.832,22.4,0,low,healthy
PC100553,2024-03-13,metro,plus,organic,42,293,39.62,6,10,2,0.042,5.99,0.105,48.7,0.179,1.159,69.7,0,low,healthy
PC100554,2024-03-14,metro,premium,social,41,292,56.6,8,7,0,0.224,11.29,0.328,68.3,0.152,1.027,14.7,0,low,healthy
PC100555,2024-03-06,metro,plus,paid_search,38,300,50.34,8,14,0,0.094,38.75,0.385,68.4,0.096,0.901,30.5,0,high,high
PC100556,2024-07-24,metro,basic,referral,35,160,110.18,14,14,2,0.101,23.92,0.333,67.8,0.144,1.095,11.1,0,watch,healthy
PC100557,2024-10-02,rural,basic,organic,18,90,29.3,6,8,1,0.051,8.88,0.269,98.6,0.039,0.955,38.3,0,low,healthy
PC100558,2024-04-30,rural,premium,paid_search,31,245,57.23,12,12,0,0.1,14.97,0.345,52.2,0.002,1.05,45.1,0,low,healthy
PC100559,2023-01-01,metro,basic,paid_search,35,889,36.66,6,10,1,0.07,7.37,0.063,25.2,0.046,1.17,59.7,0,low,low
PC100560,2024-07-04,metro,plus,social,32,180,83.82,6,8,1,0.326,39.44,0.3,81.3,0.15,1.036,21.3,0,high,healthy
PC100561,2024-11-12,metro,basic,organic,46,49,63.83,12,15,0,0.139,16.36,0.352,65.6,0.053,1.108,39.8,0,low,high
PC100562,2023-09-08,metro,basic,organic,31,480,49.33,5,16,0,0.087,9.9,0.182,63.5,0.165,1.039,38.4,0,low,healthy
PC100563,2023-12-08,metro,basic,referral,37,389,45.39,5,11,2,0.005,10.75,0.248,65.5,0.089,1.168,26.0,0,low,healthy
PC100564,2024-10-16,rural,plus,referral,55,76,47.38,5,15,2,0.391,24.19,0.144,42.1,0.086,0.862,27.4,0,watch,healthy
PC100565,2023-04-17,metro,plus,organic,37,624,41.39,6,7,0,0.18,14.19,0.41,35.9,0.071,0.975,50.1,1,low,high
PC100566,2024-11-19,metro,plus,paid_search,29,42,61.27,6,13,1,0.273,21.2,0.065,83.2,0.113,0.869,77.7,0,watch,low
PC100567,2024-07-24,metro,premium,organic,36,160,56.8,8,12,0,0.196,16.2,0.286,45.6,0.038,1.241,13.2,0,low,healthy
PC100568,2023-11-09,suburban,plus,organic,34,418,37.22,7,13,0,0.034,4.42,0.234,58.7,0.073,1.128,51.1,1,low,healthy
PC100569,2024-09-02,rural,plus,organic,31,120,50.86,6,12,1,0.086,20.12,0.063,61.7,0.048,1.019,36.2,0,watch,low
PC100570,2023-10-30,metro,premium,social,57,428,40.51,8,11,1,0.043,25.61,0.374,63.9,0.023,1.026,43.7,0,watch,high
PC100571,2024-06-27,metro,basic,organic,46,187,79.62,12,14,1,0.028,4.62,0.066,73.8,0.047,0.924,13.6,0,low,low
PC100572,2023-06-12,rural,basic,affiliate,37,568,43.85,4,9,0,0.208,15.57,0.11,73.9,0.042,1.209,32.2,0,low,healthy
PC100573,2024-09-11,suburban,plus,paid_search,47,111,170.76,8,16,0,0.271,14.22,0.048,43.6,0.029,1.171,47.8,0,low,low
PC100574,2024-02-13,metro,plus,paid_search,43,322,43.85,7,10,0,0.184,13.9,0.15,39.1,0.1,1.19,69.6,0,low,healthy
PC100575,2024-04-23,suburban,plus,social,66,252,58.63,7,11,2,0.127,27.41,0.015,63.9,0.167,1.177,43.1,1,watch,low
PC100576,2024-02-02,metro,premium,organic,38,333,45.07,8,10,2,0.037,9.75,0.193,93.8,0.054,0.784,22.5,0,low,healthy
PC100577,2024-06-05,suburban,plus,paid_search,36,209,69.7,4,16,2,0.166,21.24,0.09,31.3,0.106,1.049,57.5,1,watch,low
PC100578,2024-07-05,metro,premium,organic,55,179,27.66,6,5,2,0.03,9.91,0.155,33.7,0.072,1.145,18.2,0,low,healthy
PC100579,2024-04-06,rural,basic,paid_search,30,269,66.26,7,11,0,0.157,20.79,0.397,87.3,0.001,0.838,37.3,0,watch,high
PC100580,2024-08-17,metro,plus,organic,42,136,90.09,5,9,0,0.028,8.31,0.154,15.9,0.039,1.098,17.2,0,low,healthy
PC100581,2024-09-03,metro,basic,referral,47,119,91.49,6,12,3,0.163,40.04,0.138,64.0,0.154,0.998,38.0,1,high,healthy
PC100582,2024-03-26,metro,plus,organic,18,280,44.19,5,11,1,0.435,35.62,0.079,59.7,0.033,1.021,23.2,0,high,low
PC100583,2024-05-15,metro,plus,paid_search,39,230,50.21,5,10,0,0.111,11.81,0.232,21.1,0.156,1.01,21.9,0,low,healthy
PC100584,2024-07-17,suburban,premium,social,40,167,98.91,13,13,1,0.19,28.44,0.426,66.0,0.086,0.818,8.7,0,watch,high
PC100585,2023-12-11,suburban,plus,affiliate,31,386,41.06,7,11,3,0.647,34.54,0.578,96.6,0.133,1.118,47.9,0,high,high
PC100586,2024-07-18,metro,basic,paid_search,39,166,24.79,11,11,1,0.259,18.94,0.243,38.7,0.058,1.18,16.9,1,watch,healthy
PC100587,2024-09-05,suburban,premium,organic,38,117,16.43,6,11,0,0.018,5.61,0.247,76.0,0.034,0.899,36.8,0,low,healthy
PC100588,2024-10-09,metro,plus,affiliate,18,83,52.21,4,15,0,0.329,37.87,0.259,35.5,0.008,0.943,60.3,1,high,healthy
PC100589,2024-06-29,metro,plus,paid_search,57,185,49.68,4,8,2,0.119,13.51,0.317,44.6,0.068,1.213,35.1,1,low,healthy
PC100590,2024-05-01,suburban,basic,organic,34,244,26.51,7,7,2,0.297,36.77,0.108,25.8,0.053,0.884,29.1,0,high,healthy
PC100591,2024-02-20,metro,basic,organic,42,315,34.13,9,11,3,0.114,7.62,0.342,31.8,0.107,1.118,31.3,1,low,healthy
PC100592,2024-05-16,metro,plus,social,24,229,49.11,6,11,0,0.078,14.61,0.281,75.5,0.098,1.016,52.4,0,low,healthy
PC100593,2024-11-20,rural,basic,social,39,41,62.96,11,13,1,0.213,13.66,0.098,93.9,0.027,1.0,12.2,0,low,low
PC100594,2023-02-21,rural,plus,social,62,679,37.24,16,14,1,0.214,28.8,0.402,62.4,0.028,1.118,16.8,0,watch,high
PC100595,2024-09-01,suburban,basic,organic,49,121,28.85,8,16,0,0.379,20.96,0.037,75.4,0.038,1.096,40.3,0,watch,low
PC100596,2023-07-25,suburban,premium,organic,46,525,67.84,8,11,2,0.149,21.9,0.293,64.7,0.072,1.156,14.1,0,watch,healthy
PC100597,2024-05-09,suburban,premium,paid_search,34,236,80.47,5,11,1,0.277,12.54,0.513,77.7,0.09,1.17,48.6,0,low,high
PC100598,2024-11-12,rural,plus,paid_search,42,49,81.87,2,12,1,0.207,26.79,0.163,36.4,0.197,0.982,33.0,0,watch,healthy
PC100599,2024-07-30,rural,plus,paid_search,31,154,84.91,1,4,0,0.262,18.72,0.135,93.6,0.018,1.097,72.6,0,watch,healthy
PC100600,2024-06-19,rural,plus,social,45,195,19.42,5,13,0,0.162,38.13,0.18,60.6,0.059,1.13,22.0,0,high,healthy
PC100601,2024-11-10,metro,basic,paid_search,25,51,49.26,9,17,2,0.106,25.91,0.054,43.5,0.173,1.066,17.0,0,watch,low
PC100602,2024-09-06,rural,basic,paid_search,25,116,48.53,6,11,3,0.286,25.32,0.662,49.8,0.112,0.862,29.3,0,watch,high
PC100603,2024-05-31,suburban,premium,organic,49,214,56.63,6,9,1,0.176,15.27,0.229,84.3,0.086,0.937,31.0,0,low,healthy
PC100604,2024-05-20,suburban,plus,paid_search,28,225,42.31,5,13,0,0.166,43.49,0.193,70.6,0.073,1.229,72.9,0,high,healthy
PC100605,2024-04-27,metro,plus,affiliate,50,248,59.73,5,9,1,0.154,12.1,0.216,73.5,0.043,0.897,26.1,0,low,healthy
PC100606,2024-09-25,metro,basic,social,46,97,49.36,10,8,3,0.137,11.39,0.17,55.6,0.117,0.912,38.3,0,low,healthy
PC100607,2024-01-08,metro,basic,organic,32,358,50.36,3,12,0,0.048,14.12,0.131,44.6,0.146,0.939,47.6,0,low,healthy
PC100608,2024-09-12,suburban,plus,paid_search,37,110,34.6,6,12,0,0.02,8.27,0.144,49.0,0.069,1.064,40.2,0,low,healthy
PC100609,2024-03-08,metro,plus,organic,42,298,36.24,5,8,1,0.07,15.44,0.153,32.1,0.053,0.938,53.3,1,low,healthy
PC100610,2024-05-09,metro,premium,social,35,236,36.01,7,12,0,0.035,12.79,0.277,100.0,0.011,1.103,23.2,0,low,healthy
PC100611,2024-03-31,metro,plus,social,38,275,45.85,10,8,0,0.057,29.22,0.72,60.6,0.037,1.091,18.7,0,watch,high
PC100612,2024-04-24,metro,basic,referral,34,251,67.19,4,7,0,0.051,9.03,0.252,60.3,0.03,1.02,22.6,0,low,healthy
PC100613,2024-05-20,suburban,basic,paid_search,59,225,88.54,6,15,2,0.101,15.76,0.327,27.9,0.144,1.051,31.9,0,low,healthy
PC100614,2024-04-03,rural,plus,organic,26,272,81.3,10,12,1,0.256,27.65,0.175,77.9,0.134,1.033,15.3,0,watch,healthy
PC100615,2024-01-19,metro,plus,organic,27,347,77.46,8,14,2,0.234,16.7,0.182,47.8,0.21,0.904,35.3,0,low,healthy
PC100616,2023-05-22,metro,basic,paid_search,56,589,44.79,3,10,1,0.192,28.12,0.249,65.5,0.058,1.102,40.6,0,watch,healthy
PC100617,2024-04-25,metro,basic,organic,32,250,69.91,10,9,0,0.071,14.79,0.289,52.8,0.069,0.94,18.7,1,low,healthy
PC100618,2023-12-17,suburban,premium,referral,18,380,68.43,8,11,1,0.213,35.13,0.197,30.7,0.042,0.844,45.4,0,high,healthy
PC100619,2024-05-09,suburban,premium,paid_search,56,236,34.71,11,11,1,0.07,18.95,0.244,76.0,0.175,0.983,62.4,0,watch,healthy
PC100620,2024-08-02,suburban,plus,organic,37,151,58.33,10,11,0,0.155,15.96,0.162,89.9,0.009,0.998,24.0,0,low,healthy
PC100621,2023-09-28,suburban,plus,organic,47,460,37.61,2,9,1,0.106,20.84,0.123,51.8,0.044,0.939,30.8,0,watch,healthy
PC100622,2023-12-23,suburban,basic,organic,57,374,62.31,13,10,0,0.26,17.23,0.332,60.7,0.016,0.892,65.2,1,low,healthy
PC100623,2024-06-06,metro,basic,organic,39,208,19.08,15,16,1,0.14,11.46,0.231,47.1,0.202,1.135,12.7,0,low,healthy
PC100624,2024-01-04,metro,premium,paid_search,26,362,59.47,10,18,1,0.141,72.2,0.295,60.4,0.03,0.977,19.7,0,critical,healthy
PC100625,2024-02-11,suburban,basic,social,28,324,36.64,8,11,1,0.048,22.3,0.296,50.8,0.084,1.081,13.7,0,watch,healthy
PC100626,2024-05-27,metro,plus,referral,42,218,114.06,4,9,0,0.157,38.15,0.269,62.6,0.043,1.1,40.7,1,high,healthy
PC100627,2024-08-20,metro,premium,social,18,133,46.22,11,12,0,0.101,5.51,0.718,89.9,0.076,0.904,34.7,0,low,high
PC100628,2024-02-24,rural,premium,paid_search,52,311,36.23,4,9,1,0.084,17.2,0.014,84.1,0.159,0.945,49.6,0,low,low
PC100629,2024-11-17,metro,basic,social,46,44,58.92,5,16,0,0.492,35.99,0.201,33.2,0.007,0.987,37.5,1,high,healthy
PC100630,2024-10-03,metro,premium,organic,61,89,53.42,13,15,1,0.091,21.38,0.371,82.6,0.035,1.08,6.9,0,watch,high
PC100631,2024-06-17,metro,basic,paid_search,59,197,91.67,6,8,1,0.207,30.01,0.359,69.2,0.034,1.016,53.7,0,high,high
PC100632,2024-09-23,suburban,plus,paid_search,35,99,59.77,6,10,0,0.11,33.57,0.076,87.7,0.001,0.998,28.8,0,high,low
PC100633,2023-08-13,suburban,basic,social,33,506,67.34,7,9,1,0.188,23.58,0.14,71.3,0.116,1.148,32.1,0,watch,healthy
PC100634,2024-06-03,suburban,plus,referral,39,211,42.06,6,14,0,0.259,28.52,0.136,64.6,0.011,0.874,34.2,0,watch,healthy
PC100635,2024-02-11,suburban,basic,social,48,324,28.0,6,7,1,0.131,7.73,0.255,74.4,0.019,0.856,50.9,0,low,healthy
PC100636,2023-05-01,suburban,basic,paid_search,42,610,95.68,6,11,1,0.109,40.32,0.33,74.5,0.105,0.855,27.5,1,high,healthy
PC100637,2024-07-14,metro,basic,organic,31,170,67.33,9,15,0,0.224,19.03,0.203,100.0,0.048,1.037,14.1,0,watch,healthy
PC100638,2024-02-23,metro,premium,referral,41,312,38.89,8,16,1,0.187,20.56,0.047,55.3,0.196,1.046,16.7,0,watch,low
PC100639,2024-07-15,rural,basic,organic,29,169,86.32,8,12,0,0.064,13.66,0.651,45.3,0.069,1.033,39.7,0,low,high
PC100640,2023-01-01,metro,premium,paid_search,55,907,46.46,13,12,1,0.027,21.35,0.245,55.1,0.066,0.98,20.4,0,watch,healthy
PC100641,2024-04-28,suburban,basic,organic,28,247,17.78,5,9,0,0.22,27.81,0.282,53.9,0.002,1.024,27.1,0,watch,healthy
PC100642,2024-02-20,suburban,premium,paid_search,22,315,68.2,15,18,1,0.277,25.62,0.351,85.7,0.044,0.967,82.7,0,watch,high
PC100643,2024-11-01,suburban,plus,social,18,60,161.89,6,16,1,0.095,8.54,0.076,38.5,0.094,1.232,29.7,1,low,low
PC100644,2024-02-28,suburban,plus,referral,35,307,22.86,7,10,1,0.188,22.33,0.261,52.5,0.154,0.994,20.6,0,watch,healthy
PC100645,2024-07-06,metro,basic,referral,56,178,115.41,9,16,1,0.27,23.06,0.374,52.2,0.046,0.958,63.6,0,watch,high
PC100646,2024-02-02,rural,plus,organic,31,333,38.95,10,10,1,0.12,25.97,0.161,60.2,0.059,0.777,8.3,0,watch,healthy
PC100647,2023-08-04,metro,plus,organic,34,515,47.29,8,11,0,0.103,35.99,0.342,53.9,0.129,1.001,34.6,0,high,healthy
PC100648,2024-04-07,metro,plus,organic,27,268,71.66,7,12,0,0.096,26.96,0.136,54.7,0.042,1.009,38.7,0,watch,healthy
PC100649,2024-10-11,metro,plus,social,40,81,40.07,7,11,0,0.272,14.88,0.393,32.6,0.115,0.899,33.6,0,low,high
PC100650,2024-10-27,suburban,basic,social,20,65,45.57,10,9,1,0.553,36.54,0.108,75.6,0.083,0.987,61.5,0,high,healthy
PC100651,2024-02-02,suburban,basic,referral,45,333,22.14,7,11,0,0.18,22.68,0.36,69.6,0.039,0.941,26.1,0,watch,high
PC100652,2023-07-15,metro,basic,referral,51,535,51.25,4,13,0,0.132,12.85,0.136,13.2,0.062,1.131,25.9,0,low,healthy
PC100653,2024-02-16,suburban,basic,paid_search,34,319,37.31,7,8,1,0.001,1.66,0.238,24.2,0.049,0.826,20.8,0,low,healthy
PC100654,2024-03-09,metro,basic,organic,40,297,68.07,6,7,1,0.022,10.12,0.151,40.5,0.058,1.008,21.5,1,low,healthy
PC100655,2024-04-10,rural,basic,organic,54,265,38.05,6,12,1,0.292,30.5,0.087,51.9,0.116,1.037,38.2,1,high,low
PC100656,2024-03-27,metro,plus,referral,37,279,41.69,5,11,1,0.052,6.54,0.097,34.1,0.068,0.864,61.0,1,low,low
PC100657,2024-06-26,metro,plus,paid_search,43,188,61.71,10,12,1,0.125,13.14,0.255,73.2,0.147,0.928,12.2,0,low,healthy
PC100658,2023-09-18,suburban,basic,organic,33,470,45.44,8,11,0,0.052,3.82,0.159,73.5,0.018,0.934,32.7,0,low,healthy
PC100659,2024-05-26,suburban,basic,referral,45,219,75.43,8,12,0,0.104,10.08,0.202,73.0,0.016,1.041,53.2,0,low,healthy
PC100660,2023-10-12,rural,basic,paid_search,48,446,111.6,10,11,1,0.113,12.58,0.194,67.4,0.066,0.831,14.4,1,low,healthy
PC100661,2024-06-15,metro,basic,referral,50,199,47.22,4,9,1,0.301,51.28,0.232,40.8,0.059,0.948,37.1,0,critical,healthy
PC100662,2023-05-08,suburban,basic,social,46,603,26.01,12,14,1,0.119,18.04,0.168,53.8,0.1,1.21,5.4,0,watch,healthy
PC100663,2024-06-18,metro,plus,organic,40,196,30.53,5,8,2,0.254,23.22,0.323,49.2,0.043,0.935,27.7,1,watch,healthy
PC100664,2024-05-25,rural,plus,paid_search,29,220,67.7,11,10,1,0.113,38.67,0.326,100.0,0.062,0.897,24.6,1,high,healthy
PC100665,2024-07-01,metro,plus,organic,55,183,33.71,11,16,0,0.239,40.83,0.083,39.9,0.07,0.88,7.6,0,high,low
PC100666,2023-06-20,rural,basic,social,29,560,60.41,11,17,0,0.328,32.67,0.129,64.6,0.016,1.165,30.2,0,high,healthy
PC100667,2024-11-05,rural,basic,affiliate,51,56,63.45,9,8,2,0.191,19.68,0.112,38.8,0.044,1.135,24.6,0,watch,healthy
PC100668,2023-08-06,metro,plus,paid_search,34,513,32.98,11,14,0,0.102,13.94,0.072,95.6,0.14,0.834,9.5,0,low,low
PC100669,2024-03-30,suburban,basic,referral,43,276,45.63,12,9,1,0.38,22.65,0.327,60.6,0.124,0.945,20.2,1,watch,healthy
PC100670,2024-05-06,metro,plus,organic,35,239,32.62,6,7,2,0.118,31.87,0.078,35.1,0.077,1.288,24.9,1,high,low
PC100671,2023-11-13,suburban,plus,social,27,414,47.91,10,17,0,0.259,18.42,0.413,52.9,0.06,1.057,37.1,0,watch,high
PC100672,2023-11-09,suburban,plus,paid_search,69,418,38.81,6,4,0,0.235,29.64,0.164,58.3,0.028,0.935,27.8,0,watch,healthy
PC100673,2024-09-05,suburban,basic,social,52,117,17.46,6,13,1,0.318,22.33,0.367,72.0,0.021,0.94,29.1,0,watch,high
PC100674,2023-12-17,rural,basic,paid_search,34,380,100.3,6,13,0,0.35,22.39,0.06,62.2,0.026,0.945,59.3,1,watch,low
PC100675,2024-07-12,suburban,plus,organic,41,172,70.79,6,9,0,0.112,13.25,0.196,52.0,0.093,1.072,37.7,0,low,healthy
PC100676,2023-08-03,metro,basic,organic,48,516,42.1,5,9,0,0.129,26.53,0.261,68.7,0.102,1.098,37.0,0,watch,healthy
PC100677,2024-03-26,suburban,plus,organic,38,280,35.35,4,11,3,0.184,21.17,0.375,63.4,0.069,0.941,27.0,0,watch,high
PC100678,2024-07-22,metro,premium,organic,39,162,53.66,5,7,0,0.181,17.9,0.254,72.2,0.036,0.884,24.1,0,low,healthy
PC100679,2023-05-30,suburban,plus,referral,30,581,30.63,5,10,1,0.201,34.64,0.161,62.7,0.056,0.934,20.9,0,high,healthy
PC100680,2023-01-31,metro,plus,social,28,700,44.23,2,5,4,0.169,28.88,0.154,70.1,0.081,1.004,39.6,0,watch,healthy
PC100681,2024-02-17,suburban,basic,paid_search,34,318,35.92,12,8,1,0.025,2.39,0.089,58.0,0.068,0.772,16.8,0,low,low
PC100682,2024-11-18,rural,plus,organic,41,43,74.42,10,14,0,0.225,27.23,0.079,49.4,0.037,1.059,27.1,0,watch,low
PC100683,2024-08-03,metro,plus,paid_search,56,150,47.44,6,10,3,0.208,55.41,0.208,60.0,0.079,0.995,21.5,1,critical,healthy
PC100684,2023-03-05,metro,plus,referral,49,667,63.57,7,10,1,0.203,29.87,0.234,54.7,0.111,0.9,20.5,0,watch,healthy
PC100685,2024-03-01,metro,basic,referral,18,305,40.88,8,14,2,0.239,11.35,0.175,77.9,0.068,0.878,19.4,1,low,healthy
PC100686,2024-09-10,metro,premium,referral,37,112,58.75,10,8,0,0.043,37.57,0.362,62.4,0.067,1.243,20.1,1,high,high
PC100687,2024-07-18,metro,plus,referral,33,166,67.25,10,16,0,0.031,20.17,0.385,74.0,0.022,1.016,6.3,1,watch,high
PC100688,2024-04-06,rural,basic,referral,27,269,21.94,4,10,2,0.159,20.87,0.128,71.4,0.079,0.913,29.5,0,watch,healthy
PC100689,2024-09-19,metro,basic,paid_search,26,103,85.08,8,13,1,0.16,12.19,0.189,69.9,0.069,0.866,43.5,0,low,healthy
PC100690,2024-08-28,metro,basic,affiliate,30,125,48.01,7,17,1,0.301,16.68,0.31,73.9,0.116,0.938,29.1,0,low,healthy
PC100691,2023-11-09,metro,premium,affiliate,32,418,35.61,10,7,0,0.036,18.88,0.51,84.2,0.01,0.983,2.2,0,watch,high
PC100692,2024-08-03,rural,premium,organic,46,150,92.01,9,14,0,0.175,14.91,0.091,88.7,0.181,0.974,34.3,0,low,low
PC100693,2024-07-23,suburban,plus,affiliate,26,161,119.89,6,13,1,0.092,11.56,0.274,42.3,0.045,0.944,22.9,0,low,healthy
PC100694,2024-10-15,suburban,plus,organic,43,77,40.61,8,12,0,0.031,28.72,0.121,47.8,0.021,1.046,23.0,0,watch,healthy
PC100695,2024-01-17,suburban,basic,social,42,349,31.23,9,12,1,0.219,17.05,0.33,65.1,0.09,0.757,49.2,0,low,healthy
PC100696,2023-11-19,suburban,basic,paid_search,45,408,42.29,4,12,0,0.449,19.17,0.326,54.3,0.281,1.094,32.7,0,watch,healthy
PC100697,2024-07-20,metro,plus,organic,32,164,61.32,8,14,3,0.12,40.83,0.235,50.2,0.091,1.086,34.8,0,high,healthy
PC100698,2023-04-18,suburban,basic,organic,44,623,47.57,7,14,0,0.225,15.21,0.32,38.2,0.059,0.944,20.0,1,low,healthy
PC100699,2024-01-14,metro,plus,organic,45,352,29.24,6,9,1,0.171,7.13,0.264,53.5,0.105,1.111,48.8,0,low,healthy
PC100700,2024-06-06,rural,basic,organic,44,208,59.13,11,11,2,0.124,25.51,0.435,82.0,0.219,1.005,36.2,0,watch,high
PC100701,2024-07-24,suburban,basic,paid_search,53,160,55.0,5,7,5,0.219,28.84,0.341,52.6,0.172,0.95,31.8,1,watch,healthy
PC100702,2024-01-27,rural,basic,organic,35,339,36.13,10,10,0,0.086,20.99,0.104,61.5,0.119,1.18,16.8,0,watch,healthy
PC100703,2023-12-18,rural,premium,paid_search,49,379,26.29,8,13,1,0.147,14.68,0.037,66.5,0.125,0.962,13.3,0,low,low
PC100704,2024-05-13,metro,basic,organic,29,232,57.38,6,11,1,0.277,33.02,0.204,42.9,0.027,1.083,52.7,0,high,healthy
PC100705,2023-10-25,metro,basic,organic,26,433,20.36,10,12,2,0.268,22.83,0.185,31.5,0.049,0.885,36.7,0,watch,healthy
PC100706,2024-05-04,suburban,premium,organic,45,241,51.57,9,15,0,0.134,15.94,0.256,68.1,0.185,0.933,36.4,0,low,healthy
PC100707,2024-10-03,suburban,plus,organic,57,89,78.58,9,13,3,0.456,30.2,0.075,28.6,0.111,1.064,20.8,1,high,low
PC100708,2024-07-19,suburban,basic,paid_search,46,165,34.65,11,16,0,0.185,12.78,0.49,54.2,0.133,0.835,26.7,0,low,high
PC100709,2024-10-11,suburban,premium,affiliate,50,81,70.83,9,8,1,0.017,24.4,0.237,78.6,0.117,1.066,42.6,0,watch,healthy
PC100710,2024-10-06,suburban,plus,social,47,86,57.63,8,7,0,0.508,44.61,0.158,81.6,0.177,1.043,39.8,0,high,healthy
PC100711,2024-10-17,metro,basic,referral,49,75,63.67,9,14,1,0.165,21.67,0.225,54.2,0.12,0.864,25.4,0,watch,healthy
PC100712,2023-08-21,suburban,plus,organic,54,498,34.67,7,8,1,0.279,16.88,0.08,77.9,0.028,1.051,23.7,0,low,low
PC100713,2024-07-25,suburban,basic,referral,49,159,84.18,9,13,0,0.135,8.67,0.142,66.0,0.004,1.23,23.3,0,low,healthy
PC100714,2024-03-25,suburban,premium,paid_search,19,281,107.03,9,15,0,0.006,13.92,0.155,72.4,0.047,0.902,52.6,0,low,healthy
PC100715,2024-02-26,metro,basic,paid_search,46,309,87.38,10,12,1,0.015,8.09,0.092,59.7,0.049,1.201,17.1,0,low,low
PC100716,2024-05-19,rural,plus,social,50,226,40.21,1,12,1,0.258,31.92,0.339,63.1,0.08,0.975,75.5,0,high,healthy
PC100717,2023-08-25,metro,basic,social,48,494,66.58,9,17,3,0.433,25.61,0.064,38.6,0.157,1.043,11.7,0,watch,low
PC100718,2024-08-26,metro,basic,affiliate,35,127,88.34,7,18,1,0.354,28.59,0.406,55.4,0.237,0.917,27.9,1,watch,high
