row_index,column_name,value,verdict,reason,action
18,area error,112.4,Likely Real,"area error=112.4000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
23,area error,93.99,Likely Real,"area error=93.9900 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
24,area error,102.6,Likely Real,"area error=102.6000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
25,area error,111.4,Likely Real,"area error=111.4000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
27,area error,93.54,Likely Real,"area error=93.5400 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
30,area error,105.0,Likely Real,"area error=105.0000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
38,area error,106.0,Likely Real,"area error=106.0000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
42,area error,104.9,Likely Real,"area error=104.9000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
53,area error,98.81,Likely Real,"area error=98.8100 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
56,area error,102.5,Likely Real,"area error=102.5000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
70,area error,96.05,Likely Real,"area error=96.0500 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
77,area error,134.8,Likely Real,"area error=134.8000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
78,area error,116.4,Likely Real,"area error=116.4000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
82,area error,120.0,Likely Real,"area error=120.0000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
95,area error,87.87,Likely Real,"area error=87.8700 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
108,area error,170.0,Likely Real,"area error=170.0000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
121,area error,90.47,Likely Real,"area error=90.4700 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
122,area error,233.0,Likely Real,"area error=233.0000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
138,area error,101.9,Likely Real,"area error=101.9000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
156,area error,93.91,Likely Real,"area error=93.9100 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
161,area error,119.3,Likely Real,"area error=119.3000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
162,area error,97.07,Likely Real,"area error=97.0700 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
164,area error,97.85,Likely Real,"area error=97.8500 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
168,area error,122.3,Likely Real,"area error=122.3000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
180,area error,128.7,Likely Real,"area error=128.7000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
210,area error,111.7,Likely Real,"area error=111.7000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
212,area error,525.6,Likely Real,"area error=525.6000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
218,area error,124.4,Likely Real,"area error=124.4000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
219,area error,109.9,Likely Real,"area error=109.9000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
236,area error,155.8,Likely Real,"area error=155.8000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
250,area error,137.9,Likely Real,"area error=137.9000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
252,area error,92.81,Likely Real,"area error=92.8100 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
256,area error,106.4,Likely Real,"area error=106.4000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
258,area error,138.5,Likely Real,"area error=138.5000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
262,area error,90.94,Likely Real,"area error=90.9400 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
265,area error,199.7,Likely Real,"area error=199.7000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
272,area error,156.8,Likely Real,"area error=156.8000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
300,area error,133.0,Likely Real,"area error=133.0000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
302,area error,130.8,Likely Real,"area error=130.8000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
335,area error,87.17,Likely Real,"area error=87.1700 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
337,area error,88.25,Likely Real,"area error=88.2500 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
339,area error,164.1,Likely Real,"area error=164.1000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
352,area error,153.1,Likely Real,"area error=153.1000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
366,area error,103.6,Likely Real,"area error=103.6000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
368,area error,224.1,Likely Real,"area error=224.1000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
369,area error,130.2,Likely Real,"area error=130.2000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
417,area error,176.5,Likely Real,"area error=176.5000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
433,area error,103.9,Likely Real,"area error=103.9000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
460,area error,115.2,Likely Real,"area error=115.2000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
461,area error,542.2,Likely Real,"area error=542.2000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
468,area error,104.9,Likely Real,"area error=104.9000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
492,area error,89.74,Likely Real,"area error=89.7400 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
498,area error,95.77,Likely Real,"area error=95.7700 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
503,area error,180.2,Likely Real,"area error=180.2000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
521,area error,139.9,Likely Real,"area error=139.9000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
533,area error,100.4,Likely Real,"area error=100.4000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
535,area error,87.78,Likely Real,"area error=87.7800 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
563,area error,118.8,Likely Real,"area error=118.8000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
564,area error,158.7,Likely Real,"area error=158.7000 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
565,area error,99.04,Likely Real,"area error=99.0400 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
567,area error,86.22,Likely Real,"area error=86.2200 IQR outlier (bounds: [-23.1600, 86.2000])",flagged
71,smoothness error,0.01721,Likely Real,"smoothness error=0.0172 IQR outlier (bounds: [0.0007, 0.0126])",flagged
76,smoothness error,0.0134,Likely Real,"smoothness error=0.0134 IQR outlier (bounds: [0.0007, 0.0126])",flagged
110,smoothness error,0.01385,Likely Real,"smoothness error=0.0138 IQR outlier (bounds: [0.0007, 0.0126])",flagged
111,smoothness error,0.01291,Likely Real,"smoothness error=0.0129 IQR outlier (bounds: [0.0007, 0.0126])",flagged
116,smoothness error,0.01835,Likely Real,"smoothness error=0.0184 IQR outlier (bounds: [0.0007, 0.0126])",flagged
122,smoothness error,0.02333,Likely Real,"smoothness error=0.0233 IQR outlier (bounds: [0.0007, 0.0126])",flagged
173,smoothness error,0.01496,Likely Real,"smoothness error=0.0150 IQR outlier (bounds: [0.0007, 0.0126])",flagged
176,smoothness error,0.01286,Likely Real,"smoothness error=0.0129 IQR outlier (bounds: [0.0007, 0.0126])",flagged
185,smoothness error,0.01439,Likely Real,"smoothness error=0.0144 IQR outlier (bounds: [0.0007, 0.0126])",flagged
196,smoothness error,0.0138,Likely Real,"smoothness error=0.0138 IQR outlier (bounds: [0.0007, 0.0126])",flagged
212,smoothness error,0.01345,Likely Real,"smoothness error=0.0135 IQR outlier (bounds: [0.0007, 0.0126])",flagged
213,smoothness error,0.03113,Likely Real,"smoothness error=0.0311 IQR outlier (bounds: [0.0007, 0.0126])",flagged
245,smoothness error,0.01604,Likely Real,"smoothness error=0.0160 IQR outlier (bounds: [0.0007, 0.0126])",flagged
273,smoothness error,0.0138,Likely Real,"smoothness error=0.0138 IQR outlier (bounds: [0.0007, 0.0126])",flagged
275,smoothness error,0.01418,Likely Real,"smoothness error=0.0142 IQR outlier (bounds: [0.0007, 0.0126])",flagged
288,smoothness error,0.01574,Likely Real,"smoothness error=0.0157 IQR outlier (bounds: [0.0007, 0.0126])",flagged
314,smoothness error,0.02075,Likely Real,"smoothness error=0.0208 IQR outlier (bounds: [0.0007, 0.0126])",flagged
332,smoothness error,0.01289,Likely Real,"smoothness error=0.0129 IQR outlier (bounds: [0.0007, 0.0126])",flagged
345,smoothness error,0.01736,Likely Real,"smoothness error=0.0174 IQR outlier (bounds: [0.0007, 0.0126])",flagged
391,smoothness error,0.01582,Likely Real,"smoothness error=0.0158 IQR outlier (bounds: [0.0007, 0.0126])",flagged
416,smoothness error,0.01474,Likely Real,"smoothness error=0.0147 IQR outlier (bounds: [0.0007, 0.0126])",flagged
424,smoothness error,0.01307,Likely Real,"smoothness error=0.0131 IQR outlier (bounds: [0.0007, 0.0126])",flagged
469,smoothness error,0.01459,Likely Real,"smoothness error=0.0146 IQR outlier (bounds: [0.0007, 0.0126])",flagged
505,smoothness error,0.02177,Likely Real,"smoothness error=0.0218 IQR outlier (bounds: [0.0007, 0.0126])",flagged
507,smoothness error,0.01262,Likely Real,"smoothness error=0.0126 IQR outlier (bounds: [0.0007, 0.0126])",flagged
520,smoothness error,0.01546,Likely Real,"smoothness error=0.0155 IQR outlier (bounds: [0.0007, 0.0126])",flagged
537,smoothness error,0.01288,Likely Real,"smoothness error=0.0129 IQR outlier (bounds: [0.0007, 0.0126])",flagged
538,smoothness error,0.01266,Likely Real,"smoothness error=0.0127 IQR outlier (bounds: [0.0007, 0.0126])",flagged
539,smoothness error,0.01547,Likely Real,"smoothness error=0.0155 IQR outlier (bounds: [0.0007, 0.0126])",flagged
556,smoothness error,0.01291,Likely Real,"smoothness error=0.0129 IQR outlier (bounds: [0.0007, 0.0126])",flagged
3,compactness error,0.07458,Likely Real,"compactness error=0.0746 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
9,compactness error,0.07217,Likely Real,"compactness error=0.0722 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
12,compactness error,0.08297,Likely Real,"compactness error=0.0830 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
42,compactness error,0.1006,Likely Real,"compactness error=0.1006 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
62,compactness error,0.07056,Likely Real,"compactness error=0.0706 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
68,compactness error,0.08606,Likely Real,"compactness error=0.0861 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
71,compactness error,0.09368,Likely Real,"compactness error=0.0937 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
78,compactness error,0.06835,Likely Real,"compactness error=0.0683 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
108,compactness error,0.08668,Likely Real,"compactness error=0.0867 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
112,compactness error,0.07446,Likely Real,"compactness error=0.0745 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
116,compactness error,0.0676,Likely Real,"compactness error=0.0676 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
122,compactness error,0.09806,Likely Real,"compactness error=0.0981 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
152,compactness error,0.09586,Likely Real,"compactness error=0.0959 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
176,compactness error,0.08808,Likely Real,"compactness error=0.0881 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
190,compactness error,0.1354,Likely Real,"compactness error=0.1354 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
213,compactness error,0.08555,Likely Real,"compactness error=0.0856 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
288,compactness error,0.08262,Likely Real,"compactness error=0.0826 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
290,compactness error,0.1064,Likely Real,"compactness error=0.1064 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
318,compactness error,0.0659,Likely Real,"compactness error=0.0659 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
351,compactness error,0.06559,Likely Real,"compactness error=0.0656 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
376,compactness error,0.07643,Likely Real,"compactness error=0.0764 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
388,compactness error,0.06669,Likely Real,"compactness error=0.0667 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
430,compactness error,0.06213,Likely Real,"compactness error=0.0621 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
465,compactness error,0.06657,Likely Real,"compactness error=0.0666 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
468,compactness error,0.07025,Likely Real,"compactness error=0.0703 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
485,compactness error,0.07471,Likely Real,"compactness error=0.0747 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
539,compactness error,0.06457,Likely Real,"compactness error=0.0646 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
567,compactness error,0.06158,Likely Real,"compactness error=0.0616 IQR outlier (bounds: [-0.0160, 0.0615])",flagged
12,concavity error,0.0889,Likely Real,"concavity error=0.0889 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
42,concavity error,0.09723,Likely Real,"concavity error=0.0972 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
68,concavity error,0.3038,Likely Real,"concavity error=0.3038 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
78,concavity error,0.1091,Likely Real,"concavity error=0.1091 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
108,concavity error,0.104,Likely Real,"concavity error=0.1040 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
112,concavity error,0.1435,Likely Real,"concavity error=0.1435 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
116,concavity error,0.09263,Likely Real,"concavity error=0.0926 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
122,concavity error,0.1278,Likely Real,"concavity error=0.1278 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
152,concavity error,0.396,Likely Real,"concavity error=0.3960 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
176,concavity error,0.1197,Likely Real,"concavity error=0.1197 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
190,concavity error,0.1166,Likely Real,"concavity error=0.1166 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
202,concavity error,0.08958,Likely Real,"concavity error=0.0896 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
213,concavity error,0.1438,Likely Real,"concavity error=0.1438 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
242,concavity error,0.0888,Likely Real,"concavity error=0.0888 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
250,concavity error,0.09518,Likely Real,"concavity error=0.0952 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
290,concavity error,0.0996,Likely Real,"concavity error=0.0996 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
318,concavity error,0.1027,Likely Real,"concavity error=0.1027 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
351,concavity error,0.09953,Likely Real,"concavity error=0.0995 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
376,concavity error,0.1535,Likely Real,"concavity error=0.1535 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
388,concavity error,0.09472,Likely Real,"concavity error=0.0947 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
485,concavity error,0.1114,Likely Real,"concavity error=0.1114 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
539,concavity error,0.09252,Likely Real,"concavity error=0.0925 IQR outlier (bounds: [-0.0253, 0.0825])",flagged
12,concave points error,0.0409,Likely Real,"concave points error=0.0409 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
42,concave points error,0.02638,Likely Real,"concave points error=0.0264 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
68,concave points error,0.03322,Likely Real,"concave points error=0.0332 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
78,concave points error,0.02593,Likely Real,"concave points error=0.0259 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
138,concave points error,0.02801,Likely Real,"concave points error=0.0280 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
152,concave points error,0.05279,Likely Real,"concave points error=0.0528 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
161,concave points error,0.02794,Likely Real,"concave points error=0.0279 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
210,concave points error,0.02765,Likely Real,"concave points error=0.0277 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
213,concave points error,0.03927,Likely Real,"concave points error=0.0393 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
258,concave points error,0.03024,Likely Real,"concave points error=0.0302 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
288,concave points error,0.03487,Likely Real,"concave points error=0.0349 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
290,concave points error,0.02771,Likely Real,"concave points error=0.0277 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
366,concave points error,0.02536,Likely Real,"concave points error=0.0254 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
376,concave points error,0.02919,Likely Real,"concave points error=0.0292 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
389,concave points error,0.03441,Likely Real,"concave points error=0.0344 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
461,concave points error,0.02598,Likely Real,"concave points error=0.0260 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
485,concave points error,0.02721,Likely Real,"concave points error=0.0272 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
528,concave points error,0.02853,Likely Real,"concave points error=0.0285 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
563,concave points error,0.02624,Likely Real,"concave points error=0.0262 IQR outlier (bounds: [-0.0030, 0.0253])",flagged
3,symmetry error,0.05963,Likely Real,"symmetry error=0.0596 IQR outlier (bounds: [0.0027, 0.0360])",flagged
12,symmetry error,0.04484,Likely Real,"symmetry error=0.0448 IQR outlier (bounds: [0.0027, 0.0360])",flagged
22,symmetry error,0.03672,Likely Real,"symmetry error=0.0367 IQR outlier (bounds: [0.0027, 0.0360])",flagged
42,symmetry error,0.05333,Likely Real,"symmetry error=0.0533 IQR outlier (bounds: [0.0027, 0.0360])",flagged
60,symmetry error,0.04183,Likely Real,"symmetry error=0.0418 IQR outlier (bounds: [0.0027, 0.0360])",flagged
63,symmetry error,0.04192,Likely Real,"symmetry error=0.0419 IQR outlier (bounds: [0.0027, 0.0360])",flagged
68,symmetry error,0.04197,Likely Real,"symmetry error=0.0420 IQR outlier (bounds: [0.0027, 0.0360])",flagged
78,symmetry error,0.07895,Likely Real,"symmetry error=0.0790 IQR outlier (bounds: [0.0027, 0.0360])",flagged
119,symmetry error,0.05014,Likely Real,"symmetry error=0.0501 IQR outlier (bounds: [0.0027, 0.0360])",flagged
122,symmetry error,0.04547,Likely Real,"symmetry error=0.0455 IQR outlier (bounds: [0.0027, 0.0360])",flagged
138,symmetry error,0.05168,Likely Real,"symmetry error=0.0517 IQR outlier (bounds: [0.0027, 0.0360])",flagged
146,symmetry error,0.05628,Likely Real,"symmetry error=0.0563 IQR outlier (bounds: [0.0027, 0.0360])",flagged
176,symmetry error,0.0388,Likely Real,"symmetry error=0.0388 IQR outlier (bounds: [0.0027, 0.0360])",flagged
190,symmetry error,0.05113,Likely Real,"symmetry error=0.0511 IQR outlier (bounds: [0.0027, 0.0360])",flagged
192,symmetry error,0.03799,Likely Real,"symmetry error=0.0380 IQR outlier (bounds: [0.0027, 0.0360])",flagged
212,symmetry error,0.04783,Likely Real,"symmetry error=0.0478 IQR outlier (bounds: [0.0027, 0.0360])",flagged
214,symmetry error,0.04499,Likely Real,"symmetry error=0.0450 IQR outlier (bounds: [0.0027, 0.0360])",flagged
290,symmetry error,0.04077,Likely Real,"symmetry error=0.0408 IQR outlier (bounds: [0.0027, 0.0360])",flagged
314,symmetry error,0.06146,Likely Real,"symmetry error=0.0615 IQR outlier (bounds: [0.0027, 0.0360])",flagged
329,symmetry error,0.04022,Likely Real,"symmetry error=0.0402 IQR outlier (bounds: [0.0027, 0.0360])",flagged
332,symmetry error,0.04243,Likely Real,"symmetry error=0.0424 IQR outlier (bounds: [0.0027, 0.0360])",flagged
343,symmetry error,0.03756,Likely Real,"symmetry error=0.0376 IQR outlier (bounds: [0.0027, 0.0360])",flagged
345,symmetry error,0.03675,Likely Real,"symmetry error=0.0367 IQR outlier (bounds: [0.0027, 0.0360])",flagged
351,symmetry error,0.05543,Likely Real,"symmetry error=0.0554 IQR outlier (bounds: [0.0027, 0.0360])",flagged
366,symmetry error,0.0371,Likely Real,"symmetry error=0.0371 IQR outlier (bounds: [0.0027, 0.0360])",flagged
520,symmetry error,0.03997,Likely Real,"symmetry error=0.0400 IQR outlier (bounds: [0.0027, 0.0360])",flagged
553,symmetry error,0.03759,Likely Real,"symmetry error=0.0376 IQR outlier (bounds: [0.0027, 0.0360])",flagged
3,fractal dimension error,0.009208,Likely Real,"fractal dimension error=0.0092 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
9,fractal dimension error,0.01008,Likely Real,"fractal dimension error=0.0101 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
12,fractal dimension error,0.01284,Likely Real,"fractal dimension error=0.0128 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
14,fractal dimension error,0.008093,Likely Real,"fractal dimension error=0.0081 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
68,fractal dimension error,0.009559,Likely Real,"fractal dimension error=0.0096 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
71,fractal dimension error,0.02193,Likely Real,"fractal dimension error=0.0219 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
83,fractal dimension error,0.01039,Likely Real,"fractal dimension error=0.0104 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
112,fractal dimension error,0.01298,Likely Real,"fractal dimension error=0.0130 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
122,fractal dimension error,0.009875,Likely Real,"fractal dimension error=0.0099 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
145,fractal dimension error,0.009423,Likely Real,"fractal dimension error=0.0094 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
147,fractal dimension error,0.009368,Likely Real,"fractal dimension error=0.0094 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
151,fractal dimension error,0.01178,Likely Real,"fractal dimension error=0.0118 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
152,fractal dimension error,0.02984,Likely Real,"fractal dimension error=0.0298 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
176,fractal dimension error,0.01792,Likely Real,"fractal dimension error=0.0179 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
190,fractal dimension error,0.01172,Likely Real,"fractal dimension error=0.0117 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
213,fractal dimension error,0.01256,Likely Real,"fractal dimension error=0.0126 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
242,fractal dimension error,0.008675,Likely Real,"fractal dimension error=0.0087 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
257,fractal dimension error,0.00866,Likely Real,"fractal dimension error=0.0087 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
290,fractal dimension error,0.02286,Likely Real,"fractal dimension error=0.0229 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
376,fractal dimension error,0.0122,Likely Real,"fractal dimension error=0.0122 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
388,fractal dimension error,0.01233,Likely Real,"fractal dimension error=0.0123 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
450,fractal dimension error,0.008925,Likely Real,"fractal dimension error=0.0089 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
465,fractal dimension error,0.008133,Likely Real,"fractal dimension error=0.0081 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
468,fractal dimension error,0.0113,Likely Real,"fractal dimension error=0.0113 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
485,fractal dimension error,0.009627,Likely Real,"fractal dimension error=0.0096 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
504,fractal dimension error,0.01045,Likely Real,"fractal dimension error=0.0104 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
505,fractal dimension error,0.01148,Likely Real,"fractal dimension error=0.0115 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
507,fractal dimension error,0.008313,Likely Real,"fractal dimension error=0.0083 IQR outlier (bounds: [-0.0012, 0.0080])",flagged
23,worst radius,29.17,Likely Real,"worst radius=29.1700 IQR outlier (bounds: [4.3400, 27.4600])",flagged
82,worst radius,30.0,Likely Real,"worst radius=30.0000 IQR outlier (bounds: [4.3400, 27.4600])",flagged
108,worst radius,28.4,Likely Real,"worst radius=28.4000 IQR outlier (bounds: [4.3400, 27.4600])",flagged
164,worst radius,28.01,Likely Real,"worst radius=28.0100 IQR outlier (bounds: [4.3400, 27.4600])",flagged
180,worst radius,33.12,Likely Real,"worst radius=33.1200 IQR outlier (bounds: [4.3400, 27.4600])",flagged
212,worst radius,28.11,Likely Real,"worst radius=28.1100 IQR outlier (bounds: [4.3400, 27.4600])",flagged
219,worst radius,27.9,Likely Real,"worst radius=27.9000 IQR outlier (bounds: [4.3400, 27.4600])",flagged
236,worst radius,31.01,Likely Real,"worst radius=31.0100 IQR outlier (bounds: [4.3400, 27.4600])",flagged
265,worst radius,32.49,Likely Real,"worst radius=32.4900 IQR outlier (bounds: [4.3400, 27.4600])",flagged
272,worst radius,28.19,Likely Real,"worst radius=28.1900 IQR outlier (bounds: [4.3400, 27.4600])",flagged
339,worst radius,30.67,Likely Real,"worst radius=30.6700 IQR outlier (bounds: [4.3400, 27.4600])",flagged
352,worst radius,33.13,Likely Real,"worst radius=33.1300 IQR outlier (bounds: [4.3400, 27.4600])",flagged
368,worst radius,30.75,Likely Real,"worst radius=30.7500 IQR outlier (bounds: [4.3400, 27.4600])",flagged
369,worst radius,27.66,Likely Real,"worst radius=27.6600 IQR outlier (bounds: [4.3400, 27.4600])",flagged
461,worst radius,36.04,Likely Real,"worst radius=36.0400 IQR outlier (bounds: [4.3400, 27.4600])",flagged
503,worst radius,30.79,Likely Real,"worst radius=30.7900 IQR outlier (bounds: [4.3400, 27.4600])",flagged
521,worst radius,29.92,Likely Real,"worst radius=29.9200 IQR outlier (bounds: [4.3400, 27.4600])",flagged
219,worst texture,45.41,Likely Real,"worst texture=45.4100 IQR outlier (bounds: [8.1200, 42.6800])",flagged
239,worst texture,44.87,Likely Real,"worst texture=44.8700 IQR outlier (bounds: [8.1200, 42.6800])",flagged
259,worst texture,49.54,Likely Real,"worst texture=49.5400 IQR outlier (bounds: [8.1200, 42.6800])",flagged
265,worst texture,47.16,Likely Real,"worst texture=47.1600 IQR outlier (bounds: [8.1200, 42.6800])",flagged
562,worst texture,42.79,Likely Real,"worst texture=42.7900 IQR outlier (bounds: [8.1200, 42.6800])",flagged
23,worst perimeter,188.0,Likely Real,"worst perimeter=188.0000 IQR outlier (bounds: [22.1750, 187.3350])",flagged
82,worst perimeter,211.7,Likely Real,"worst perimeter=211.7000 IQR outlier (bounds: [22.1750, 187.3350])",flagged
108,worst perimeter,206.8,Likely Real,"worst perimeter=206.8000 IQR outlier (bounds: [22.1750, 187.3350])",flagged
180,worst perimeter,220.8,Likely Real,"worst perimeter=220.8000 IQR outlier (bounds: [22.1750, 187.3350])",flagged
212,worst perimeter,188.5,Likely Real,"worst perimeter=188.5000 IQR outlier (bounds: [22.1750, 187.3350])",flagged
236,worst perimeter,206.0,Likely Real,"worst perimeter=206.0000 IQR outlier (bounds: [22.1750, 187.3350])",flagged
